# law_cat,crime_day,crime_month,duration_hours,suspect_age,suspect_sex,victim_age,victim_sex
2,11,5,1,55,1,55,1
2,11,5,1,35,1,35,0
3,9,5,1,18,1,18,1
2,11,5,2,35,1,55,0
3,13,5,1,35,1,55,1
2,8,5,1,22,0,22,0
1,17,3,2,35,1,35,0
1,12,5,11,55,0,65,1
3,13,5,10,35,1,35,0
3,10,5,2,35,1,35,1
1,10,5,1,35,0,55,1
3,12,5,1,35,0,35,1
3,10,5,2,18,1,55,0
1,12,5,1,35,1,35,0
1,13,5,1,35,1,35,1
1,7,5,2,35,1,35,1
3,11,5,1,35,1,35,0
1,8,5,16,35,1,22,1
1,7,5,1,35,1,22,1
1,1,5,1,22,1,35,0
2,9,5,4,22,0,22,0
1,8,5,1,22,1,55,1
3,8,5,1,55,1,35,0
2,11,5,1,22,1,35,1
1,6,5,97,55,1,55,1
2,16,5,1,55,1,55,1
2,7,5,2,35,0,55,0
1,10,5,15,35,1,55,0
1,8,5,1,35,1,55,1
1,15,5,1,35,1,35,1
1,14,5,1,22,1,22,0
3,10,5,1,35,1,55,1
1,14,5,1,35,1,35,1
2,9,5,1,35,1,55,0
3,13,5,33,22,1,18,0
1,27,4,49,35,1,55,0
1,16,5,1,35,1,35,1
2,10,5,2,35,1,55,0
2,13,5,1,55,0,35,0
2,9,5,8761,35,1,35,1
1,7,5,1,18,1,22,0
1,14,5,2,22,0,55,0
1,6,5,2,35,1,55,0
1,14,5,1,35,0,35,0
3,13,5,1,55,1,35,1
3,7,5,1,55,1,35,0
3,8,5,1,35,1,35,0
1,10,5,1,55,1,55,1
3,15,5,1,35,0,35,1
3,8,5,1,35,1,35,1
3,10,5,2,35,1,55,1
1,11,5,2,65,1,35,1
1,7,5,2,35,1,55,1
3,16,5,1,35,1,55,1
3,8,5,1,35,1,35,0
2,9,5,1,35,1,55,0
3,11,5,2,35,0,35,1
2,11,5,22,35,1,55,0
2,9,5,1,35,0,55,0
1,14,5,2,22,1,22,0
2,10,5,1,35,1,35,0
2,7,5,1,35,1,55,0
1,15,5,1,35,1,22,1
1,9,5,1,55,1,35,1
1,12,5,2,35,0,55,1
2,9,5,1,35,1,35,0
2,7,5,1,35,1,35,0
3,11,5,1,35,0,35,1
1,9,5,1,35,0,35,1
1,12,5,2,35,1,22,0
1,10,5,1,35,1,35,0
1,12,5,1,35,0,35,1
1,8,5,1,35,0,35,0
2,7,5,1,55,1,35,1
3,11,5,1,35,0,35,0
2,7,5,1,35,0,55,1
2,13,5,1,55,0,35,1
1,8,5,1,35,1,35,1
1,11,5,1,35,1,55,0
1,14,5,1,35,0,35,0
1,10,5,1,35,1,55,0
2,15,5,1,35,1,35,0
3,12,5,2,22,0,35,1
2,9,5,1,35,0,35,0
2,13,5,1,22,1,22,1
2,4,5,1,18,0,22,0
1,16,5,1,22,1,35,0
2,11,5,3,55,1,55,0
1,16,5,1,35,0,35,0
1,30,7,6910,55,0,35,0
1,14,5,1,35,1,35,0
1,9,5,1,55,1,55,1
1,6,5,3,55,0,35,0
1,12,5,1,35,1,22,1
2,6,5,1,55,0,55,0
2,9,5,1,35,0,35,0
1,10,5,1,22,1,55,1
3,7,5,1,55,1,35,0
3,11,5,1,55,1,35,0
1,15,5,1,35,1,35,1
3,15,5,2,22,1,22,0
3,1,1,3190,55,0,65,0
2,11,5,1,35,0,55,0
3,7,5,1,35,1,55,0
3,4,5,1,35,1,35,0
1,9,5,1,35,1,35,0
1,14,5,2,35,1,55,1
2,7,5,13,22,1,18,0
1,8,5,1,55,0,65,1
2,16,5,1,22,0,35,0
2,15,5,2,22,1,35,0
1,3,5,95,35,1,35,0
1,8,5,1,35,0,35,1
1,10,5,1,22,1,22,0
1,15,5,1,35,0,35,0
2,16,5,1,35,0,22,0
2,10,5,1,55,1,55,1
1,11,5,1,35,1,55,1
1,11,5,2,35,0,35,0
3,16,5,16,22,0,35,1
2,7,5,1,22,0,35,0
1,14,5,2,35,1,35,0
1,10,5,1,35,1,55,0
1,15,5,4,55,1,35,0
3,7,5,1,35,1,55,0
1,9,5,1,35,1,22,0
1,15,5,2,22,0,22,0
3,15,5,1,35,0,35,1
2,10,5,1,35,1,35,0
3,15,5,1,22,1,22,1
3,14,5,1,35,1,35,0
3,8,5,1,55,1,35,0
1,12,5,7,35,1,55,0
1,13,5,1,35,1,35,0
2,8,5,1,35,0,35,0
2,14,5,2,35,0,35,1
2,13,5,1,55,1,55,1
2,15,5,2,35,1,22,0
1,15,5,2,35,1,35,0
1,10,5,1,55,1,65,0
1,9,5,1,35,1,35,0
3,14,5,1,22,1,55,0
1,8,5,1,35,1,35,0
1,14,5,1,55,1,35,1
1,14,5,1,35,1,35,0
2,8,5,2,35,0,35,0
2,12,5,1,35,1,55,0
1,9,5,1,35,0,55,0
2,15,5,2,55,1,55,1
3,15,5,1,55,1,35,0
1,6,5,2,65,0,55,0
1,7,5,2,35,0,35,1
3,15,4,1,35,1,35,1
2,15,3,1444,35,0,35,0
1,13,5,1,35,1,55,1
3,9,5,1,22,1,35,1
2,13,5,1,35,1,35,0
3,13,5,1,18,1,35,0
1,6,11,2,22,1,22,0
1,1,5,3,35,1,35,0
1,10,5,66,35,0,35,1
2,12,5,1,65,0,22,0
2,13,5,1,22,1,22,0
2,8,5,1,35,1,35,0
3,15,5,1,35,1,22,1
2,14,5,2,35,1,35,0
1,9,5,2,35,1,35,0
1,8,5,1,35,1,55,1
1,12,5,1,35,1,22,0
2,6,5,3,35,1,35,0
2,9,5,1,35,1,35,1
1,21,4,1,22,1,35,1
3,13,5,1,65,1,65,0
2,7,5,1,35,1,35,1
1,10,5,1,55,0,55,1
3,8,5,1,35,0,35,1
1,10,5,1,35,1,35,0
1,25,4,169,55,1,35,1
2,8,5,1,35,1,22,0
2,10,5,2,35,0,55,1
3,8,5,1,35,1,35,1
3,15,5,1,22,1,22,0
2,15,5,1,35,1,35,0
2,4,5,1,35,0,35,0
3,15,5,1,18,0,18,1
1,5,4,1,35,1,35,0
1,9,5,1,65,1,22,1
3,8,5,2,35,1,35,0
1,9,5,1,35,1,35,0
3,13,5,2,35,1,35,1
1,13,5,2,35,1,35,1
3,15,5,2,18,1,35,1
3,11,5,1,35,1,35,1
2,15,5,41,18,1,18,1
1,7,5,9,22,1,35,0
3,7,5,1,35,1,35,0
2,24,4,6,55,0,65,0
1,11,5,1,35,1,55,1
2,9,5,1,22,1,55,1
3,7,5,1,35,1,35,1
1,18,4,1,35,1,55,0
2,5,4,721,55,0,35,1
1,9,5,20,35,1,22,0
1,8,5,11,35,1,35,0
1,9,5,2,55,1,55,0
2,15,1,2881,55,1,35,0
1,12,5,1,35,1,55,1
1,15,5,2,35,0,65,0
1,27,4,1,18,1,35,0
1,9,5,3,55,1,55,0
2,7,5,59,55,0,55,1
1,9,5,1,35,1,55,0
1,15,5,2,18,1,18,1
3,10,5,1,55,1,22,1
1,11,5,1,35,1,35,0
2,9,5,1,55,1,35,1
2,11,5,1,35,1,35,0
1,12,5,1,22,1,22,0
1,29,4,1,35,1,55,1
3,11,5,1,22,1,22,1
2,14,5,1,35,1,18,1
1,14,5,2,22,1,22,0
1,15,5,1,35,1,35,1
3,4,3,11,35,1,35,0
1,12,5,1,35,1,35,0
1,15,5,1,55,1,35,0
2,11,5,1,55,0,35,0
1,13,5,1,22,1,22,1
1,10,5,1,18,1,35,0
2,8,5,2,35,1,35,1
1,10,5,65,35,1,35,0
1,13,5,1,55,1,35,0
3,13,5,2,35,1,35,0
3,13,5,2,55,1,35,0
2,14,5,1,35,0,35,1
3,9,5,2,35,1,35,1
3,16,5,4,35,1,35,0
3,15,5,1,55,1,35,1
1,15,5,1,35,1,35,1
1,8,5,47,35,0,35,1
2,11,5,2,55,0,35,1
1,7,5,1,35,1,35,1
1,8,5,2,35,1,35,0
1,7,5,1,55,1,65,0
1,12,5,1,35,1,22,1
1,6,5,1,22,1,22,1
2,12,5,1,35,1,35,1
2,10,5,1,35,1,55,1
1,14,5,1,55,1,22,0
2,14,5,1,55,1,55,0
3,10,5,20,22,1,35,1
1,12,5,1,35,1,35,1
1,11,5,2,55,1,35,1
3,14,5,1,35,1,35,1
2,14,5,2,35,1,35,1
1,9,5,2,35,1,35,1
2,7,5,1,35,1,35,0
1,13,5,1,35,1,35,1
3,16,5,10,35,1,22,1
1,6,5,18,35,1,22,1
3,7,5,1,35,1,35,0
3,13,5,1,35,1,55,1
1,12,5,2,35,0,55,0
1,1,2,1,22,1,22,0
3,8,5,2,22,1,35,1
1,12,5,1,35,1,35,1
1,12,5,1,35,1,22,0
1,16,5,1,35,1,35,0
1,13,5,1,35,1,55,1
2,16,5,1,55,0,35,0
3,13,5,1,35,1,35,0
3,9,5,1,22,1,22,0
2,9,5,1,22,0,55,0
2,15,1,2835,35,1,55,0
3,8,5,2,35,1,35,0
1,13,5,1,18,0,18,0
1,11,5,12,22,1,22,0
1,16,5,4,35,0,35,1
1,13,5,1,55,0,55,1
3,11,5,2,22,0,18,1
1,15,5,2,55,1,55,0
1,16,5,3,35,0,35,1
2,10,5,2,55,1,35,0
1,13,5,1,18,0,18,0
1,9,5,1,35,1,55,1
1,16,5,2,35,1,35,0
1,14,5,14,55,1,55,1
3,13,5,2,22,1,22,0
3,10,5,1,18,1,35,0
2,12,5,1,35,1,35,0
3,7,5,1,22,1,35,1
2,11,5,1,35,1,55,0
1,13,5,9,35,1,35,0
2,7,5,1,55,1,65,0
3,8,5,1,55,1,35,1
1,7,5,1,35,1,35,1
1,9,5,1,35,1,35,0
3,12,5,1,22,1,22,0
1,15,5,1,35,1,35,1
2,9,5,1,35,1,55,0
1,7,5,1,35,1,35,0
3,13,5,1,55,0,35,0
1,13,5,2,18,0,18,0
2,10,5,1,35,1,22,0
2,10,5,7,35,0,65,0
2,9,5,1,65,0,35,0
1,26,4,1,35,1,18,0
3,14,5,1,22,1,35,1
2,14,5,1,22,1,35,0
2,15,5,2,55,1,55,1
1,11,5,1,35,1,35,0
1,8,5,1,35,1,35,0
3,9,5,6,55,1,55,1
3,8,5,1,35,1,18,0
1,7,5,2,35,1,55,1
1,13,5,1,18,0,18,0
3,8,5,1,22,1,35,1
3,13,5,1,35,1,35,1
1,7,5,2,55,0,55,1
1,11,5,2,35,1,22,1
3,15,5,3,18,1,35,1
1,1,3,1369,22,1,55,1
2,7,5,2,35,1,35,0
2,13,5,1,22,1,22,0
1,8,5,1,35,1,18,1
1,15,5,7,35,1,35,0
2,7,5,1,65,1,55,1
2,16,5,1,35,1,35,0
3,15,5,1,35,1,55,1
1,12,5,1,22,0,55,0
2,13,5,1,35,1,35,0
1,4,5,1,22,0,55,0
1,16,5,1,22,0,35,0
3,14,5,1,22,1,35,0
1,8,5,1,22,0,22,1
2,12,5,1,22,1,22,0
2,10,5,1,55,0,35,0
2,15,5,1,65,1,65,1
1,13,5,1,35,1,55,1
3,7,5,1,22,1,18,1
1,14,5,1,55,0,55,0
3,11,5,5,35,1,55,1
3,15,5,1,35,1,35,1
1,15,5,2,22,0,22,1
2,12,5,1,55,1,55,1
3,16,5,2,35,0,35,1
3,14,5,1,65,1,55,0
1,2,5,1,35,1,35,0
1,9,5,1,35,0,55,0
1,9,5,1,35,0,35,0
3,10,5,2,22,0,22,1
2,11,5,1,55,1,35,0
1,15,5,7,35,1,35,0
1,8,5,1,35,0,35,1
2,8,5,1,35,0,55,1
1,12,5,2,35,0,35,1
1,10,5,6,35,1,35,1
2,8,5,1,55,1,55,1
3,14,5,1,35,1,35,0
2,13,5,1,35,1,35,0
2,8,5,1,22,1,55,1
3,15,5,1,18,0,35,0
2,8,5,1,22,1,35,0
1,11,5,2,65,1,35,1
3,19,4,5,35,0,35,1
2,6,5,3,35,1,35,0
1,6,5,1,35,1,35,0
1,12,5,1,35,1,55,1
3,12,5,3,18,0,18,0
3,9,5,3,22,0,22,1
3,8,5,1,35,1,55,1
1,13,5,1,35,1,55,1
2,6,5,1,65,0,35,0
3,13,5,2,22,1,22,0
2,7,5,1,35,0,35,1
2,11,5,2,35,1,35,0
1,11,5,2,35,1,55,1
1,16,5,5,35,1,55,1
2,15,5,1,22,1,35,0
1,8,5,90,35,0,18,0
2,11,5,1,35,0,55,0
3,15,5,1,35,1,55,0
3,8,5,2,55,1,55,0
1,14,5,1,35,1,35,0
3,7,5,3,22,1,65,1
3,11,5,1,22,1,35,0
1,14,5,1,35,1,22,1
1,13,5,1,35,1,35,0
3,10,5,1,35,1,65,1
1,10,5,1,35,1,55,0
3,12,5,1,55,1,22,0
1,7,5,2,35,0,35,1
3,9,5,2,35,1,35,1
2,10,5,1,35,1,55,1
3,7,5,2,35,1,35,1
1,10,5,1,35,1,35,1
2,9,5,10,35,1,35,0
1,12,5,1,35,0,35,0
2,10,5,1,55,1,35,1
1,13,5,1,22,1,22,0
1,12,5,1,35,1,35,0
2,7,5,86,35,1,35,1
1,15,5,2,55,1,55,1
1,7,5,1,22,1,55,0
3,7,5,1,18,1,35,1
1,6,5,27,35,0,55,1
1,9,5,2,35,1,55,1
3,8,5,1,35,1,55,0
1,14,5,1,55,1,55,1
1,7,5,1,35,1,22,0
3,13,5,1,55,1,55,0
1,11,5,2,35,1,55,1
1,9,5,3,35,1,22,0
2,26,3,2,35,0,35,0
3,9,5,2,22,1,22,0
1,7,5,2,35,1,35,0
1,12,5,1,35,1,22,1
3,7,5,1,55,1,35,0
2,11,5,1,35,1,22,0
1,15,5,1,35,1,35,1
2,10,5,2,35,1,35,0
1,15,5,2,55,1,55,0
1,15,5,1,35,1,22,1
1,14,5,1,35,0,35,1
1,10,5,2,35,0,35,0
1,6,5,1,55,1,55,0
3,9,5,2,22,0,22,0
1,13,5,1,35,1,35,1
2,27,3,2,35,1,35,0
2,14,5,1,22,0,35,1
1,8,5,1,35,0,35,0
3,8,5,1,35,1,22,0
2,8,5,1,35,1,55,1
1,16,5,1,22,1,22,0
1,14,5,1,22,0,55,0
3,14,5,1,35,1,22,1
1,15,5,2,35,1,35,0
1,11,5,1,35,1,55,1
2,11,5,1,35,1,55,1
3,11,5,2,35,1,22,0
2,6,5,1,35,1,35,0
1,15,5,1,35,0,35,0
2,10,5,2,35,1,35,0
3,14,5,2,22,1,35,1
1,6,5,2,35,1,55,0
2,10,5,1,35,1,35,0
2,12,5,1,55,1,65,1
1,10,5,1,65,0,35,0
2,8,5,1,35,1,35,0
2,15,5,1,35,0,35,1
3,10,5,1,35,1,55,1
1,23,4,337,35,0,22,0
1,7,5,1,35,1,35,0
1,12,5,1,35,1,55,0
2,13,5,1,35,1,35,0
1,11,5,1,35,0,35,0
1,19,4,49,55,1,22,0
3,8,5,1,35,1,65,1
1,11,5,1,22,1,55,0
3,11,5,2,55,0,35,0
2,16,5,2,35,1,55,0
1,16,5,1,22,1,22,0
1,13,5,1,22,1,55,0
2,12,5,2,35,1,22,0
2,7,5,1,55,0,55,1
3,15,5,1,35,1,22,1
2,15,5,1,35,1,35,0
2,12,5,26,35,1,35,1
1,16,5,1,35,1,35,0
1,7,5,73,55,1,55,0
2,13,5,1,35,1,22,0
1,14,5,1,22,1,35,1
3,14,5,1,55,1,35,1
3,12,5,1,35,1,55,1
2,15,5,1,35,1,55,0
3,11,5,2,35,1,35,0
1,14,5,1,22,0,35,1
3,13,5,1,35,1,35,0
3,12,5,2,35,1,35,0
1,11,5,1,55,1,55,0
3,8,5,1,35,0,35,1
1,13,5,1,35,1,35,1
1,14,5,1,55,0,35,0
1,11,5,1,35,1,35,1
1,9,5,1,35,0,35,0
1,9,5,1,55,1,35,1
1,16,5,1,22,0,35,0
2,15,5,1,35,0,65,0
1,10,5,1,35,0,18,1
3,13,5,1,55,1,65,1
1,10,5,2,55,1,35,0
2,9,5,1,55,1,35,0
1,7,5,1,35,1,35,1
1,11,5,1,55,1,35,0
1,16,5,1,35,1,55,1
2,16,5,1,35,0,55,0
2,15,5,1,55,1,35,0
1,10,5,2,35,1,35,0
2,8,3,1,55,0,65,0
1,13,5,1,35,1,55,1
2,10,5,3,35,1,35,0
2,7,5,1,35,1,35,0
1,12,5,2,35,1,35,1
1,14,5,1,55,1,55,0
2,7,5,2,55,1,35,1
1,12,5,4,35,1,35,1
1,13,5,2,22,0,22,1
1,16,5,23,22,0,35,0
1,16,5,1,35,0,35,1
2,11,5,1,35,1,35,0
1,13,5,2,22,1,55,1
2,9,5,2,18,1,55,1
3,8,5,1,22,1,55,1
2,12,5,1,55,1,35,0
2,13,5,2,55,1,55,0
1,9,5,1,55,1,35,0
3,14,5,1,22,1,35,1
1,14,5,2,35,0,35,1
2,7,5,4,55,1,55,1
1,9,5,1,35,1,35,0
1,9,5,1,35,1,18,1
1,20,12,3334,35,1,35,1
3,15,5,2,35,1,35,1
3,14,5,2,35,0,55,1
2,7,5,2,65,1,65,0
1,8,5,1,22,1,22,0
1,15,5,1,22,1,22,0
2,16,5,1,22,1,35,1
2,4,5,73,35,1,55,0
2,11,5,2,35,1,55,1
2,15,5,3,35,1,55,0
3,14,5,2,35,0,35,0
1,13,5,1,35,1,35,1
2,8,5,1,35,0,55,1
1,7,5,1,55,0,55,0
3,12,5,1,35,0,55,0
1,11,5,1,35,1,18,1
1,11,5,12,55,1,35,0
1,7,5,1,35,1,55,1
1,22,4,15,22,1,22,0
3,13,5,2,22,1,18,0
3,15,5,1,35,1,35,0
1,15,5,2,35,1,35,0
1,10,5,1,35,1,35,0
1,7,4,4,18,1,18,0
3,13,5,1,22,1,35,1
3,12,5,1,35,1,35,1
1,14,5,1,22,1,35,1
1,13,5,2,35,1,35,0
2,15,5,1,22,1,55,1
1,15,5,1,35,1,22,0
1,7,5,1,35,1,35,0
3,13,5,1,55,0,55,1
1,7,5,1,35,1,35,1
3,6,4,66,55,1,35,0
1,14,5,1,35,1,55,0
1,15,5,1,35,1,22,1
2,14,5,2,65,0,22,0
1,14,5,1,35,1,35,1
1,8,5,1,35,1,35,0
1,15,5,1,35,1,35,0
1,30,4,173,22,1,55,1
2,10,5,108,35,1,35,0
2,3,5,1,55,0,35,0
2,12,5,1,55,1,35,0
3,7,5,1,35,1,35,0
2,11,5,1,22,1,18,1
2,11,5,2,35,0,35,0
1,13,5,1,65,0,55,1
3,10,5,1,22,1,55,1
1,9,5,1,35,1,35,0
3,13,5,8,35,1,35,0
3,11,5,1,35,1,55,1
3,12,5,1,35,1,55,1
1,7,5,1,35,1,55,0
3,7,5,1,22,1,18,1
1,12,4,639,35,1,35,0
3,7,5,1,35,0,35,1
1,10,5,2,35,1,35,0
1,11,5,1,35,1,35,1
1,7,5,1,35,1,35,0
2,1,3,1705,65,1,55,0
2,14,5,1,55,1,35,1
3,8,5,2,55,1,65,0
3,10,5,2,35,0,35,1
3,14,5,1,35,1,55,1
3,14,5,1,55,1,55,1
1,11,5,1,55,0,35,0
1,7,5,1,35,1,55,1
2,7,5,1,35,1,35,0
2,9,5,1,35,0,35,1
1,5,4,1,35,0,55,0
1,5,5,2,22,1,22,0
1,2,5,2,65,1,35,1
2,30,4,1,35,1,35,0
3,4,5,2,22,1,22,1
1,2,5,2,55,1,18,0
1,28,4,1,35,1,55,0
3,6,5,1,55,1,55,1
1,5,5,1,55,1,55,0
3,4,5,1,35,1,22,1
1,3,5,1,22,1,22,1
3,6,5,1,55,1,35,1
1,27,4,1,35,1,55,1
2,30,4,1,65,1,55,1
3,28,4,1,35,1,35,1
2,6,5,1,55,0,35,1
1,30,4,4,55,1,55,0
2,27,4,3,35,1,55,1
2,2,5,1,35,1,22,1
3,6,5,1,35,1,35,1
3,3,5,1,35,0,22,0
2,2,5,1,65,1,55,0
2,28,4,1,35,1,35,1
3,30,4,3,22,1,22,0
3,12,4,1,35,1,35,0
3,2,5,5,35,1,35,0
3,1,5,2,22,1,55,1
1,28,4,1,35,1,55,0
2,27,4,1,35,1,35,0
1,27,4,1,35,1,55,0
2,28,4,1,35,1,35,1
1,3,5,26,35,1,35,0
2,4,5,1,35,1,35,1
3,6,5,1,22,0,55,1
1,2,5,1,35,1,18,1
2,8,4,2,35,1,35,0
2,29,4,1,35,0,35,0
1,29,4,1,65,1,35,0
2,4,5,1,35,0,35,0
1,5,5,1,35,1,35,0
3,27,4,1,35,0,55,1
2,6,5,1,35,1,22,0
1,4,5,1,35,1,35,0
1,3,5,1,35,1,55,1
1,27,4,15,35,1,35,0
2,4,5,1,35,1,35,0
1,3,5,1,35,1,35,0
3,27,4,1,35,1,35,1
3,20,4,44139,55,1,55,0
2,30,4,16,35,0,65,0
2,28,7,15555,35,0,35,0
2,29,4,1,55,0,65,0
1,1,5,1,35,1,35,0
1,3,5,1,35,1,35,0
1,4,5,1,35,0,22,0
3,1,5,2,35,1,35,1
2,26,4,2,55,1,35,0
3,3,5,1,35,1,35,0
3,30,4,1,22,1,22,1
1,28,4,1,22,1,35,1
2,28,4,1,65,0,35,0
2,1,5,17,65,0,65,0
2,30,4,1,35,1,35,1
1,6,4,726,35,0,22,0
2,27,4,1,35,1,35,1
3,1,3,24,22,0,18,1
1,30,4,1,35,1,35,0
3,4,5,1,22,1,65,0
1,3,5,1,35,1,22,1
3,27,4,1,35,0,55,1
1,5,5,1,55,1,55,0
1,6,5,1,35,1,55,1
1,25,4,1,35,1,22,1
1,2,5,2,35,0,35,0
2,2,5,2,35,1,35,0
1,5,5,2,35,0,22,0
1,27,4,1,35,1,35,0
3,4,5,33,35,1,35,1
2,1,5,1,65,0,35,1
1,5,5,1,35,1,55,1
1,26,4,1,35,1,35,0
1,28,4,2,55,1,55,1
1,2,5,1,55,0,55,0
1,2,5,1,35,1,35,0
1,5,5,1,35,1,22,0
3,1,5,1,22,0,35,1
1,6,5,4,35,1,35,0
1,29,4,1,35,1,65,0
1,4,5,1,35,1,35,1
1,6,5,1,55,0,35,1
1,6,5,1,35,0,22,0
3,29,4,1,35,0,35,0
2,4,5,1,35,0,35,1
1,27,4,2,35,0,22,0
1,2,5,2,55,1,35,1
1,29,4,1,35,1,22,1
1,27,4,1,55,1,55,0
1,3,5,1,35,1,22,0
2,27,4,1,35,1,35,0
2,6,5,1,22,1,55,1
1,2,5,1,55,1,35,1
3,28,4,1,55,1,55,0
3,5,5,3,55,0,55,1
2,1,5,1,55,0,35,0
1,2,5,1,55,1,55,0
1,1,5,1,55,1,55,0
2,2,5,1,35,1,55,1
2,28,4,1,35,1,65,1
1,4,5,1,35,1,35,0
1,6,5,1,55,1,35,0
2,2,5,2,35,1,55,0
2,1,5,1,55,1,35,0
1,4,5,1,35,1,35,0
2,5,5,1,55,1,35,1
1,29,4,1,35,1,65,0
1,12,11,4107,55,1,35,0
2,30,4,1,35,0,35,0
2,5,5,1,35,1,22,0
2,6,5,1,55,1,35,0
3,1,5,1,35,1,55,1
3,6,5,1,35,1,55,1
1,28,4,1,35,1,35,0
1,30,4,1,22,1,22,0
1,4,5,1,35,0,35,0
1,29,4,2,35,1,35,1
1,28,4,1,35,0,35,1
2,5,5,1,55,1,55,1
3,6,5,1,35,1,35,0
1,3,5,1,65,1,55,1
3,29,4,1,55,0,65,0
2,1,5,1,35,1,55,1
3,3,5,2,35,1,65,0
3,27,4,1,35,1,22,1
1,6,5,1,35,1,35,0
2,28,4,1,18,1,65,1
1,6,5,1,35,1,35,1
1,3,5,1,55,1,55,1
1,3,5,1,35,1,35,0
1,1,5,1,22,1,55,1
2,2,5,1,55,0,35,0
3,28,4,1,35,1,55,1
1,30,4,2,22,0,55,0
3,17,4,1,35,1,65,1
2,30,4,1,35,0,22,0
1,4,5,1,22,0,35,0
2,4,5,1,35,1,55,1
3,3,5,1,22,1,22,0
2,29,4,1,55,1,55,0
1,28,4,1,35,1,35,0
3,28,4,25,35,1,35,1
2,30,4,1,35,1,55,0
1,30,6,1,35,1,35,0
1,1,5,65,55,0,35,0
1,3,5,2,22,0,35,0
1,5,5,1,35,1,35,0
1,1,5,1,35,0,55,1
1,30,4,3,22,0,55,0
1,26,4,1,35,1,35,1
3,3,5,3,55,1,55,0
3,27,4,1,35,1,35,1
2,27,4,1,35,1,22,1
1,27,4,1,35,0,55,1
2,30,4,1,22,0,55,0
2,4,5,3,35,1,35,0
3,29,4,1,35,1,35,0
1,2,5,1,35,1,35,0
2,27,4,1,55,1,22,1
1,4,5,1,35,1,35,0
1,27,4,1,22,0,55,0
1,1,5,1,55,1,35,1
1,29,4,1,65,1,65,1
3,3,5,1,35,1,55,0
2,29,4,1,35,0,35,0
1,6,5,1,22,0,22,0
1,1,5,1,35,1,35,0
1,1,5,1,22,1,22,1
1,4,5,1,35,1,65,0
3,28,4,1,22,1,35,1
3,2,5,1,22,0,55,0
3,2,5,2,35,1,22,0
2,4,5,1,35,1,55,1
2,29,4,1,22,1,35,1
3,30,4,1,55,1,22,0
2,5,5,1,35,0,65,0
1,30,4,2,35,0,22,0
3,28,4,1,35,1,35,0
1,1,5,37,35,1,35,0
2,28,4,1,35,1,65,1
1,30,4,1,35,1,35,0
1,4,5,4,35,0,35,0
2,27,4,1,55,0,35,0
3,3,5,2,22,1,35,1
1,29,4,2,35,1,55,1
1,1,5,1,35,1,22,0
1,2,5,1,55,1,55,0
2,12,2,1,55,1,35,1
2,4,5,1,55,1,35,0
1,5,5,1,35,1,35,0
3,3,5,1,55,1,35,1
3,25,4,11,35,1,55,1
2,5,5,2,55,1,65,0
3,2,5,1,35,1,35,0
1,29,4,1,35,1,22,1
3,24,4,1,55,1,65,0
1,29,5,8065,35,1,35,0
1,1,5,1,18,1,55,1
2,27,4,1,65,0,35,1
1,28,4,1,18,1,35,0
2,29,4,70,55,0,55,1
2,5,5,1,35,0,18,1
1,4,5,1,22,1,35,0
2,6,5,2,22,1,22,0
1,6,5,1,35,1,22,0
1,2,5,1,35,1,22,0
1,27,4,1,35,1,35,0
2,3,5,2,35,1,65,0
2,2,5,1,35,1,35,0
3,3,5,1,22,0,35,0
3,5,5,1,22,1,65,1
2,27,4,1,55,0,35,0
1,27,4,1,35,0,55,0
1,30,4,2,55,1,35,1
1,29,4,1,35,0,35,1
3,5,5,1,35,1,35,1
1,30,4,2,35,0,35,0
3,3,5,1,35,1,35,0
1,29,4,1,22,1,22,0
1,29,4,1,55,1,18,1
2,5,5,2,35,1,35,0
1,1,5,10,35,1,35,0
3,6,4,10,22,1,18,0
1,4,5,1,55,1,35,1
1,27,4,2,35,1,35,0
2,23,3,103,35,1,65,1
2,1,5,1,35,1,35,0
2,29,4,1,22,0,55,0
3,29,4,1,35,1,35,0
1,1,5,1,22,1,55,1
3,29,4,8,35,0,65,0
3,27,4,1,35,1,35,1
3,1,5,1,35,1,65,0
2,4,5,1,35,1,35,1
1,26,4,1,22,0,35,0
3,1,5,1,55,1,55,1
1,27,4,2,55,0,55,0
1,2,5,1,35,1,35,0
1,1,5,1,35,1,35,0
1,4,5,1,55,0,35,0
1,6,5,1,35,0,35,0
3,4,5,2,35,1,22,0
2,3,5,1,35,0,55,1
1,2,5,1,18,0,18,0
2,2,5,1,35,0,35,0
1,28,4,2,65,0,35,1
2,6,5,1,55,0,35,1
2,4,5,1,55,1,35,0
1,6,5,1,22,1,65,0
1,27,4,1,55,1,35,1
2,2,5,1,55,1,55,0
1,28,4,1,35,1,18,1
1,27,4,1,35,1,55,1
2,4,5,1,55,1,55,0
1,29,4,2,55,1,55,1
3,3,5,1,35,1,35,0
3,1,5,1,35,1,22,0
1,6,5,1,35,1,22,0
3,6,5,1,35,1,65,0
1,3,5,2,35,1,35,0
2,4,5,1,35,1,55,1
1,5,5,1,35,1,35,0
1,30,4,1,35,1,35,1
2,17,3,1193,35,0,35,0
1,1,5,1,55,1,35,1
1,3,5,1,35,1,35,0
3,3,5,1,65,1,55,1
1,27,4,2,22,0,35,0
2,6,5,1,22,0,35,1
2,2,5,2,35,1,35,0
2,27,4,1,55,1,35,0
2,27,4,1,22,1,55,1
