# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
25-44,18-24,M,M,MISDEMEANOR,27,6,14
25-44,25-44,M,F,VIOLATION,26,6,19
18-24,25-44,M,M,MISDEMEANOR,26,6,34
18-24,25-44,M,M,FELONY,24,6,13
25-44,45-64,M,M,MISDEMEANOR,22,6,17
25-44,18-24,F,F,MISDEMEANOR,27,6,9
25-44,45-64,M,M,VIOLATION,18,6,5
25-44,25-44,M,M,MISDEMEANOR,21,6,13
45-64,45-64,M,F,VIOLATION,28,6,24
45-64,25-44,F,F,MISDEMEANOR,23,6,32
25-44,25-44,M,F,MISDEMEANOR,27,6,33
18-24,18-24,M,F,FELONY,24,6,34
25-44,45-64,M,F,MISDEMEANOR,2,6,34
45-64,45-64,M,F,VIOLATION,29,6,32
45-64,25-44,M,F,VIOLATION,28,6,28
25-44,25-44,M,F,VIOLATION,24,6,25
25-44,25-44,M,F,MISDEMEANOR,23,6,7
45-64,25-44,M,M,VIOLATION,21,6,30
25-44,25-44,M,F,FELONY,24,6,34
18-24,18-24,M,F,FELONY,28,6,32
25-44,25-44,F,F,VIOLATION,19,6,28
45-64,18-24,M,F,MISDEMEANOR,26,6,14
<18,65+,F,F,FELONY,25,6,10
25-44,25-44,M,F,FELONY,26,6,32
45-64,25-44,M,M,FELONY,30,6,14
45-64,25-44,M,M,MISDEMEANOR,27,6,34
18-24,18-24,F,F,MISDEMEANOR,21,6,10
25-44,45-64,M,F,VIOLATION,22,6,18
25-44,25-44,F,M,MISDEMEANOR,29,6,32
25-44,25-44,M,M,FELONY,26,6,9
45-64,25-44,F,F,MISDEMEANOR,24,6,13
25-44,25-44,F,F,MISDEMEANOR,26,6,7
45-64,25-44,F,F,MISDEMEANOR,28,6,23
25-44,25-44,M,F,MISDEMEANOR,18,6,32
25-44,25-44,F,M,MISDEMEANOR,23,6,13
25-44,45-64,M,M,VIOLATION,22,6,24
25-44,18-24,F,F,FELONY,25,6,14
18-24,25-44,M,M,MISDEMEANOR,27,6,6
45-64,25-44,M,F,VIOLATION,25,6,23
25-44,18-24,M,M,MISDEMEANOR,23,6,1
45-64,25-44,M,M,FELONY,29,6,26
25-44,18-24,M,F,MISDEMEANOR,27,6,34
45-64,25-44,F,F,VIOLATION,27,6,26
18-24,25-44,F,M,VIOLATION,26,6,30
25-44,45-64,M,M,MISDEMEANOR,29,6,28
45-64,45-64,F,M,FELONY,27,6,25
45-64,25-44,F,F,FELONY,23,6,23
25-44,25-44,M,M,FELONY,28,6,33
25-44,25-44,M,F,VIOLATION,20,6,7
25-44,25-44,F,M,MISDEMEANOR,26,6,14
45-64,25-44,F,F,FELONY,24,6,23
45-64,25-44,M,M,FELONY,25,6,10
25-44,25-44,F,F,VIOLATION,22,6,5
45-64,45-64,M,F,MISDEMEANOR,30,6,34
18-24,65+,M,F,FELONY,28,6,28
25-44,25-44,M,M,MISDEMEANOR,24,6,28
25-44,45-64,M,F,FELONY,23,6,28
25-44,25-44,M,F,VIOLATION,25,6,32
45-64,18-24,F,M,FELONY,23,6,25
25-44,18-24,M,F,MISDEMEANOR,29,6,14
25-44,25-44,M,F,FELONY,21,6,10
45-64,45-64,M,F,VIOLATION,30,6,23
25-44,45-64,M,M,MISDEMEANOR,21,6,1
25-44,25-44,M,M,VIOLATION,23,6,13
25-44,25-44,M,F,MISDEMEANOR,27,6,1
25-44,25-44,M,F,MISDEMEANOR,25,6,26
45-64,18-24,M,F,MISDEMEANOR,27,6,32
45-64,45-64,M,F,VIOLATION,30,6,32
25-44,25-44,M,F,VIOLATION,23,6,34
25-44,45-64,M,M,MISDEMEANOR,29,6,5
25-44,25-44,F,F,MISDEMEANOR,26,6,26
<18,25-44,F,F,VIOLATION,25,6,23
25-44,25-44,M,F,MISDEMEANOR,26,6,9
25-44,65+,F,M,MISDEMEANOR,24,6,32
45-64,45-64,M,M,FELONY,24,6,14
25-44,25-44,F,M,FELONY,29,6,18
25-44,25-44,M,M,MISDEMEANOR,24,6,18
25-44,25-44,M,F,MISDEMEANOR,28,6,34
18-24,25-44,M,F,MISDEMEANOR,29,6,25
25-44,25-44,M,F,MISDEMEANOR,25,6,19
25-44,45-64,F,F,MISDEMEANOR,31,5,30
25-44,65+,M,M,VIOLATION,28,6,23
25-44,25-44,M,F,MISDEMEANOR,21,6,18
25-44,18-24,M,F,MISDEMEANOR,29,6,24
25-44,45-64,M,M,FELONY,25,6,26
25-44,45-64,F,M,VIOLATION,22,6,13
25-44,25-44,M,F,MISDEMEANOR,29,6,34
45-64,45-64,F,M,MISDEMEANOR,24,6,25
45-64,45-64,M,F,MISDEMEANOR,22,6,14
25-44,25-44,M,F,FELONY,30,6,9
45-64,25-44,M,F,MISDEMEANOR,30,6,30
45-64,25-44,M,M,MISDEMEANOR,27,6,14
45-64,45-64,M,F,FELONY,23,6,19
18-24,25-44,M,F,VIOLATION,23,6,13
25-44,<18,M,M,MISDEMEANOR,29,6,18
25-44,45-64,M,M,VIOLATION,29,6,34
45-64,25-44,M,M,VIOLATION,28,6,34
18-24,18-24,M,F,MISDEMEANOR,24,6,34
25-44,25-44,M,M,MISDEMEANOR,29,6,10
45-64,25-44,M,F,MISDEMEANOR,24,6,9
<18,<18,M,F,VIOLATION,30,6,23
45-64,65+,M,M,FELONY,30,6,14
18-24,25-44,F,F,FELONY,30,6,19
45-64,45-64,F,F,MISDEMEANOR,28,6,34
25-44,65+,M,M,FELONY,24,6,9
45-64,45-64,F,F,VIOLATION,26,6,32
25-44,25-44,M,M,VIOLATION,19,6,23
25-44,25-44,M,M,MISDEMEANOR,23,6,28
25-44,25-44,M,F,FELONY,28,6,9
25-44,25-44,M,M,VIOLATION,25,6,9
18-24,65+,M,M,FELONY,24,6,25
25-44,25-44,M,F,FELONY,1,8,13
25-44,18-24,M,F,MISDEMEANOR,28,6,9
45-64,45-64,M,F,FELONY,22,6,5
<18,<18,F,F,MISDEMEANOR,22,6,13
25-44,25-44,M,M,MISDEMEANOR,21,6,13
18-24,18-24,M,F,FELONY,22,6,32
18-24,18-24,M,F,FELONY,21,4,9
18-24,18-24,M,F,FELONY,29,6,34
18-24,25-44,M,F,MISDEMEANOR,24,6,7
<18,45-64,M,F,MISDEMEANOR,21,6,32
18-24,<18,F,F,MISDEMEANOR,24,6,9
25-44,25-44,F,M,MISDEMEANOR,21,6,17
45-64,45-64,F,F,VIOLATION,16,5,25
25-44,65+,M,F,VIOLATION,30,6,23
25-44,45-64,M,M,VIOLATION,22,6,24
45-64,45-64,M,M,VIOLATION,24,6,23
25-44,25-44,M,M,FELONY,26,6,6
18-24,<18,F,M,FELONY,26,6,9
18-24,25-44,M,F,VIOLATION,28,6,23
<18,18-24,M,M,FELONY,26,6,23
25-44,25-44,M,F,VIOLATION,23,6,19
45-64,45-64,M,M,FELONY,27,6,33
25-44,45-64,M,F,MISDEMEANOR,19,4,1
25-44,65+,M,F,MISDEMEANOR,23,6,14
45-64,<18,M,M,VIOLATION,23,6,9
25-44,45-64,M,M,VIOLATION,30,6,25
25-44,25-44,M,F,MISDEMEANOR,30,6,9
25-44,45-64,M,M,MISDEMEANOR,28,6,34
45-64,25-44,M,M,VIOLATION,30,6,6
25-44,25-44,M,F,MISDEMEANOR,22,6,32
25-44,45-64,M,M,MISDEMEANOR,24,6,33
45-64,45-64,M,F,MISDEMEANOR,25,6,23
25-44,25-44,M,F,VIOLATION,19,6,22
25-44,25-44,M,F,FELONY,22,6,10
25-44,18-24,M,F,MISDEMEANOR,26,6,30
25-44,25-44,F,M,FELONY,23,6,18
25-44,45-64,F,F,MISDEMEANOR,28,6,18
25-44,25-44,F,F,VIOLATION,22,6,14
45-64,45-64,M,M,VIOLATION,9,6,28
25-44,45-64,M,F,VIOLATION,29,6,14
25-44,45-64,F,F,MISDEMEANOR,25,6,30
25-44,25-44,M,F,MISDEMEANOR,30,6,23
18-24,45-64,M,M,FELONY,26,6,6
45-64,45-64,M,M,FELONY,26,6,23
45-64,18-24,F,F,FELONY,25,6,23
18-24,45-64,M,M,MISDEMEANOR,25,6,14
65+,45-64,F,F,VIOLATION,15,3,23
<18,25-44,M,F,FELONY,16,6,10
18-24,45-64,M,F,VIOLATION,29,6,10
18-24,18-24,F,M,VIOLATION,28,6,23
65+,45-64,M,M,MISDEMEANOR,23,6,10
25-44,25-44,M,M,MISDEMEANOR,30,6,24
45-64,25-44,M,F,VIOLATION,28,6,14
18-24,18-24,F,M,MISDEMEANOR,30,6,34
25-44,18-24,F,M,FELONY,26,6,33
25-44,25-44,M,M,MISDEMEANOR,27,6,18
25-44,25-44,M,F,MISDEMEANOR,23,6,7
45-64,45-64,M,M,FELONY,28,6,1
45-64,45-64,M,M,FELONY,22,6,13
25-44,25-44,M,M,MISDEMEANOR,28,6,13
25-44,18-24,M,M,MISDEMEANOR,27,6,18
25-44,45-64,M,M,VIOLATION,25,6,34
25-44,45-64,M,M,MISDEMEANOR,28,6,28
65+,65+,M,F,VIOLATION,1,7,24
25-44,45-64,M,F,FELONY,27,6,34
25-44,45-64,F,F,MISDEMEANOR,28,6,23
18-24,18-24,M,F,VIOLATION,27,6,7
25-44,25-44,M,F,MISDEMEANOR,28,6,18
25-44,25-44,M,M,FELONY,28,6,34
45-64,45-64,M,M,MISDEMEANOR,26,6,28
18-24,45-64,M,M,FELONY,23,6,23
45-64,65+,M,M,VIOLATION,24,6,19
45-64,45-64,M,M,VIOLATION,25,6,33
25-44,<18,M,M,VIOLATION,25,6,14
18-24,18-24,M,M,MISDEMEANOR,24,6,9
25-44,25-44,M,F,MISDEMEANOR,23,6,14
25-44,65+,M,M,VIOLATION,30,6,24
25-44,45-64,F,M,VIOLATION,25,6,24
45-64,18-24,M,F,MISDEMEANOR,21,6,6
25-44,45-64,M,F,MISDEMEANOR,27,6,23
<18,<18,M,M,VIOLATION,30,6,25
25-44,25-44,F,M,MISDEMEANOR,27,6,6
18-24,18-24,F,F,FELONY,27,6,6
25-44,18-24,F,F,MISDEMEANOR,24,6,23
45-64,45-64,M,F,VIOLATION,20,5,34
25-44,45-64,M,M,MISDEMEANOR,24,6,1
65+,65+,M,F,MISDEMEANOR,28,6,32
45-64,45-64,M,M,VIOLATION,24,6,6
25-44,25-44,M,F,MISDEMEANOR,25,6,19
25-44,18-24,M,F,VIOLATION,26,6,18
18-24,18-24,M,F,MISDEMEANOR,25,6,26
18-24,18-24,M,F,MISDEMEANOR,27,6,14
25-44,25-44,M,F,FELONY,25,6,32
45-64,25-44,F,F,VIOLATION,27,6,18
25-44,25-44,M,F,MISDEMEANOR,24,6,5
25-44,25-44,M,M,MISDEMEANOR,27,6,10
25-44,25-44,M,M,FELONY,23,6,13
25-44,25-44,F,F,MISDEMEANOR,22,6,24
25-44,45-64,M,F,VIOLATION,24,6,24
65+,25-44,F,F,VIOLATION,30,6,17
25-44,25-44,M,M,MISDEMEANOR,28,6,24
25-44,25-44,F,F,VIOLATION,30,6,1
25-44,25-44,M,F,VIOLATION,27,6,13
25-44,18-24,M,M,FELONY,22,6,34
45-64,25-44,M,F,MISDEMEANOR,22,6,1
45-64,45-64,M,F,FELONY,26,6,28
25-44,25-44,M,F,FELONY,22,6,32
45-64,25-44,F,M,MISDEMEANOR,28,6,1
25-44,25-44,M,F,MISDEMEANOR,29,6,24
18-24,25-44,M,F,MISDEMEANOR,29,6,17
25-44,25-44,M,F,FELONY,29,6,28
45-64,45-64,M,M,FELONY,25,6,13
<18,25-44,M,F,VIOLATION,23,6,1
45-64,25-44,M,F,VIOLATION,30,6,19
25-44,25-44,M,F,MISDEMEANOR,22,6,9
25-44,45-64,M,M,FELONY,22,6,17
45-64,45-64,M,M,VIOLATION,22,6,18
65+,45-64,M,F,MISDEMEANOR,23,6,34
18-24,18-24,M,F,FELONY,26,6,32
25-44,25-44,F,M,MISDEMEANOR,28,6,32
25-44,25-44,M,F,MISDEMEANOR,27,6,14
25-44,65+,M,F,VIOLATION,27,6,24
18-24,25-44,M,M,MISDEMEANOR,27,6,6
25-44,25-44,M,F,VIOLATION,29,6,10
25-44,25-44,M,F,MISDEMEANOR,28,6,32
25-44,25-44,M,M,MISDEMEANOR,26,6,10
25-44,45-64,M,F,MISDEMEANOR,29,6,10
25-44,25-44,M,F,VIOLATION,23,6,30
25-44,45-64,M,F,VIOLATION,27,6,13
45-64,18-24,M,F,MISDEMEANOR,24,6,33
25-44,25-44,F,M,VIOLATION,30,6,23
18-24,18-24,F,M,MISDEMEANOR,24,6,25
25-44,25-44,M,F,MISDEMEANOR,26,6,32
25-44,18-24,M,F,MISDEMEANOR,27,6,9
45-64,<18,M,F,VIOLATION,22,6,24
45-64,65+,M,F,FELONY,27,6,9
25-44,25-44,M,F,VIOLATION,19,6,33
25-44,25-44,F,M,MISDEMEANOR,27,6,32
45-64,25-44,M,F,MISDEMEANOR,14,6,6
25-44,25-44,M,F,MISDEMEANOR,27,6,18
25-44,25-44,F,M,MISDEMEANOR,28,6,6
25-44,18-24,M,M,MISDEMEANOR,26,6,10
25-44,45-64,F,M,MISDEMEANOR,27,6,6
25-44,18-24,M,F,VIOLATION,25,6,26
<18,<18,F,F,MISDEMEANOR,30,6,23
25-44,25-44,M,F,FELONY,24,6,32
18-24,45-64,M,M,VIOLATION,27,6,23
45-64,45-64,M,F,VIOLATION,23,6,24
25-44,25-44,F,M,FELONY,23,6,7
25-44,65+,M,F,FELONY,29,6,6
18-24,18-24,M,F,MISDEMEANOR,27,6,32
25-44,25-44,M,F,FELONY,21,6,9
<18,<18,F,F,MISDEMEANOR,15,5,28
18-24,45-64,M,F,VIOLATION,22,6,19
25-44,18-24,F,M,FELONY,24,6,6
25-44,18-24,M,M,VIOLATION,23,6,33
25-44,25-44,M,F,MISDEMEANOR,25,6,32
45-64,25-44,M,F,VIOLATION,26,6,9
25-44,25-44,M,M,VIOLATION,25,6,18
25-44,25-44,M,F,MISDEMEANOR,22,6,23
18-24,25-44,M,M,FELONY,30,6,13
25-44,45-64,M,M,VIOLATION,26,6,14
45-64,25-44,M,F,MISDEMEANOR,21,6,32
25-44,25-44,M,F,FELONY,26,6,13
45-64,65+,M,M,FELONY,26,6,34
25-44,25-44,M,M,FELONY,27,6,18
25-44,25-44,M,F,MISDEMEANOR,28,4,1
25-44,18-24,M,M,FELONY,22,6,7
18-24,25-44,F,F,VIOLATION,26,6,34
45-64,25-44,F,M,VIOLATION,30,6,24
25-44,25-44,M,F,FELONY,25,6,9
45-64,25-44,F,M,MISDEMEANOR,24,6,25
<18,25-44,F,F,MISDEMEANOR,28,6,9
<18,25-44,F,F,FELONY,26,6,32
25-44,25-44,M,M,MISDEMEANOR,25,6,28
25-44,18-24,M,M,VIOLATION,29,6,5
45-64,18-24,F,F,VIOLATION,22,6,23
25-44,45-64,M,F,MISDEMEANOR,27,6,17
25-44,25-44,M,F,VIOLATION,26,6,23
25-44,18-24,M,F,FELONY,27,6,6
25-44,45-64,M,M,FELONY,29,6,6
45-64,25-44,M,M,VIOLATION,21,6,7
<18,25-44,M,M,FELONY,28,6,24
25-44,18-24,M,F,FELONY,24,6,34
25-44,25-44,M,M,MISDEMEANOR,25,6,26
45-64,25-44,M,M,MISDEMEANOR,24,6,30
25-44,45-64,F,M,MISDEMEANOR,28,6,25
25-44,45-64,M,F,FELONY,24,6,24
25-44,18-24,M,F,MISDEMEANOR,27,6,9
25-44,<18,M,F,FELONY,28,6,32
25-44,25-44,M,M,VIOLATION,24,6,6
45-64,25-44,M,F,VIOLATION,25,6,18
25-44,25-44,M,F,FELONY,30,6,23
18-24,25-44,F,M,FELONY,27,6,10
25-44,25-44,M,M,MISDEMEANOR,23,6,19
18-24,18-24,M,F,MISDEMEANOR,25,5,10
65+,65+,F,F,VIOLATION,26,6,23
25-44,25-44,M,F,MISDEMEANOR,28,6,6
25-44,25-44,M,F,VIOLATION,23,6,28
25-44,25-44,F,F,MISDEMEANOR,30,6,28
25-44,25-44,M,F,FELONY,23,6,28
45-64,25-44,M,F,FELONY,27,6,34
25-44,25-44,M,M,MISDEMEANOR,23,6,14
25-44,25-44,M,M,MISDEMEANOR,25,6,25
25-44,25-44,M,F,MISDEMEANOR,24,6,23
65+,45-64,M,F,VIOLATION,20,10,23
45-64,25-44,M,M,MISDEMEANOR,27,6,33
25-44,18-24,M,F,MISDEMEANOR,26,6,1
<18,25-44,M,M,MISDEMEANOR,29,6,34
25-44,25-44,M,M,VIOLATION,23,6,24
45-64,45-64,M,M,VIOLATION,26,6,19
25-44,25-44,M,F,MISDEMEANOR,17,3,19
45-64,25-44,M,F,MISDEMEANOR,24,6,5
45-64,45-64,F,M,MISDEMEANOR,25,6,23
25-44,45-64,M,F,MISDEMEANOR,30,6,25
45-64,45-64,F,F,FELONY,30,6,5
18-24,18-24,M,F,MISDEMEANOR,27,6,14
45-64,18-24,M,M,MISDEMEANOR,22,6,28
25-44,25-44,F,F,VIOLATION,25,6,34
25-44,18-24,M,F,FELONY,29,6,18
25-44,25-44,F,M,VIOLATION,23,6,26
18-24,25-44,M,F,FELONY,29,6,1
45-64,25-44,F,F,MISDEMEANOR,22,6,26
25-44,45-64,F,F,VIOLATION,28,6,33
18-24,18-24,F,F,MISDEMEANOR,23,6,24
<18,25-44,M,F,VIOLATION,26,6,9
25-44,25-44,M,M,MISDEMEANOR,23,6,6
45-64,45-64,F,M,VIOLATION,26,6,30
45-64,45-64,M,F,FELONY,25,6,19
25-44,25-44,M,M,FELONY,28,5,1
45-64,65+,M,M,FELONY,23,6,24
45-64,65+,M,F,VIOLATION,24,6,30
25-44,25-44,F,F,VIOLATION,28,6,26
18-24,18-24,M,F,FELONY,29,6,9
25-44,25-44,M,F,MISDEMEANOR,25,6,20
25-44,25-44,M,M,FELONY,26,6,33
18-24,25-44,M,M,MISDEMEANOR,25,6,18
18-24,18-24,M,F,MISDEMEANOR,24,6,32
25-44,45-64,M,M,FELONY,24,6,14
25-44,45-64,M,F,VIOLATION,28,6,19
18-24,18-24,M,F,FELONY,19,6,14
25-44,25-44,M,M,VIOLATION,29,6,34
25-44,25-44,M,M,FELONY,21,6,6
25-44,65+,M,F,FELONY,7,6,24
25-44,25-44,M,M,VIOLATION,29,6,18
45-64,45-64,F,F,VIOLATION,22,6,32
45-64,45-64,F,F,MISDEMEANOR,28,6,9
25-44,25-44,M,M,MISDEMEANOR,25,6,5
18-24,45-64,M,M,VIOLATION,29,6,22
25-44,25-44,M,F,VIOLATION,23,6,28
45-64,25-44,F,M,FELONY,26,6,28
25-44,25-44,M,F,MISDEMEANOR,24,6,23
25-44,45-64,F,M,MISDEMEANOR,30,6,32
25-44,45-64,M,M,FELONY,23,6,34
<18,<18,M,M,VIOLATION,30,6,23
25-44,25-44,M,F,FELONY,24,6,19
25-44,25-44,F,F,MISDEMEANOR,27,6,6
45-64,45-64,M,M,VIOLATION,22,6,14
25-44,45-64,M,M,VIOLATION,21,6,1
25-44,25-44,M,M,FELONY,22,6,19
25-44,25-44,M,F,VIOLATION,22,6,34
25-44,25-44,M,M,MISDEMEANOR,25,6,33
25-44,25-44,M,M,VIOLATION,23,6,1
25-44,25-44,M,M,FELONY,27,6,10
18-24,25-44,M,M,FELONY,22,6,5
65+,25-44,M,F,VIOLATION,21,6,9
45-64,25-44,M,F,MISDEMEANOR,27,6,28
25-44,65+,F,F,MISDEMEANOR,27,6,18
18-24,18-24,F,F,MISDEMEANOR,25,6,18
25-44,25-44,F,F,MISDEMEANOR,23,6,9
18-24,25-44,M,M,FELONY,24,6,9
45-64,45-64,M,F,FELONY,28,6,28
25-44,25-44,M,F,VIOLATION,21,6,19
18-24,18-24,M,F,MISDEMEANOR,28,6,19
45-64,25-44,M,F,FELONY,27,6,10
25-44,25-44,F,F,MISDEMEANOR,22,6,30
45-64,45-64,M,F,MISDEMEANOR,25,6,14
25-44,45-64,F,M,MISDEMEANOR,27,6,6
25-44,25-44,M,M,VIOLATION,24,6,30
45-64,45-64,F,M,MISDEMEANOR,17,6,23
18-24,18-24,M,F,VIOLATION,25,6,23
45-64,18-24,M,F,MISDEMEANOR,29,6,18
25-44,25-44,M,F,MISDEMEANOR,23,6,1
25-44,25-44,M,M,MISDEMEANOR,15,6,6
18-24,18-24,F,F,MISDEMEANOR,19,6,1
25-44,25-44,M,F,MISDEMEANOR,14,6,1
45-64,25-44,F,F,MISDEMEANOR,13,6,14
25-44,18-24,M,F,MISDEMEANOR,12,6,32
25-44,25-44,M,F,MISDEMEANOR,15,6,23
18-24,<18,M,F,VIOLATION,17,6,33
45-64,45-64,M,F,MISDEMEANOR,5,11,5
25-44,25-44,M,F,VIOLATION,19,6,30
18-24,18-24,M,F,MISDEMEANOR,13,6,18
18-24,25-44,F,M,VIOLATION,17,6,23
45-64,45-64,M,F,MISDEMEANOR,13,6,28
25-44,25-44,M,F,MISDEMEANOR,14,6,7
45-64,45-64,M,M,VIOLATION,16,6,13
25-44,25-44,F,M,FELONY,15,6,30
25-44,25-44,M,F,MISDEMEANOR,17,6,13
18-24,25-44,M,F,MISDEMEANOR,19,6,6
45-64,65+,M,M,MISDEMEANOR,20,6,19
25-44,25-44,M,M,FELONY,13,6,17
25-44,45-64,M,M,VIOLATION,18,6,13
45-64,25-44,M,F,VIOLATION,20,6,6
45-64,18-24,M,F,FELONY,13,6,19
25-44,65+,M,F,VIOLATION,14,6,13
45-64,25-44,M,F,MISDEMEANOR,18,6,23
45-64,25-44,M,M,FELONY,13,6,20
25-44,25-44,M,F,MISDEMEANOR,13,6,28
25-44,25-44,M,F,VIOLATION,18,6,24
45-64,<18,F,F,FELONY,17,6,14
25-44,25-44,M,F,MISDEMEANOR,17,6,17
45-64,25-44,M,M,MISDEMEANOR,26,5,23
25-44,45-64,M,F,MISDEMEANOR,14,6,10
18-24,25-44,F,M,MISDEMEANOR,17,6,14
25-44,25-44,M,F,MISDEMEANOR,13,6,9
18-24,65+,M,M,FELONY,17,6,14
25-44,25-44,M,F,VIOLATION,17,6,23
45-64,25-44,F,M,VIOLATION,21,6,9
18-24,65+,M,M,MISDEMEANOR,15,6,20
18-24,18-24,F,F,MISDEMEANOR,14,6,23
18-24,25-44,M,F,VIOLATION,16,6,32
25-44,25-44,M,M,VIOLATION,12,6,18
25-44,65+,M,M,VIOLATION,15,6,28
25-44,25-44,F,M,MISDEMEANOR,13,6,14
45-64,65+,M,M,FELONY,12,6,28
45-64,25-44,M,M,MISDEMEANOR,18,6,14
25-44,45-64,M,M,VIOLATION,13,6,30
25-44,25-44,M,M,MISDEMEANOR,20,6,9
25-44,25-44,M,F,MISDEMEANOR,16,6,23
45-64,18-24,F,F,MISDEMEANOR,18,6,33
25-44,45-64,F,F,VIOLATION,16,6,9
45-64,25-44,F,F,VIOLATION,15,6,9
25-44,25-44,M,F,VIOLATION,13,6,25
25-44,65+,F,F,FELONY,12,6,17
18-24,25-44,M,F,VIOLATION,18,6,33
25-44,25-44,M,F,FELONY,19,6,6
45-64,<18,M,M,MISDEMEANOR,15,6,23
25-44,25-44,M,F,FELONY,15,6,17
25-44,25-44,M,M,VIOLATION,14,6,25
45-64,45-64,F,F,VIOLATION,17,6,23
45-64,25-44,M,M,MISDEMEANOR,18,6,23
18-24,18-24,M,F,MISDEMEANOR,18,6,33
25-44,25-44,M,M,MISDEMEANOR,15,6,13
25-44,45-64,M,F,MISDEMEANOR,15,6,32
25-44,25-44,M,F,FELONY,15,6,30
18-24,45-64,F,F,FELONY,18,6,33
25-44,45-64,F,F,MISDEMEANOR,21,6,32
45-64,45-64,M,F,FELONY,18,6,33
25-44,25-44,M,F,MISDEMEANOR,20,6,23
18-24,45-64,M,M,VIOLATION,13,6,34
65+,65+,M,F,VIOLATION,17,6,13
25-44,25-44,M,M,MISDEMEANOR,15,6,5
45-64,<18,M,F,MISDEMEANOR,19,6,13
25-44,25-44,M,M,VIOLATION,13,6,33
45-64,25-44,M,M,VIOLATION,17,6,17
45-64,45-64,M,F,MISDEMEANOR,13,6,32
25-44,45-64,M,F,VIOLATION,19,6,33
65+,45-64,F,F,VIOLATION,15,6,19
45-64,25-44,M,F,FELONY,20,6,32
25-44,25-44,M,F,VIOLATION,14,6,20
25-44,18-24,M,F,VIOLATION,5,6,7
25-44,25-44,M,F,FELONY,14,6,18
45-64,25-44,M,F,MISDEMEANOR,18,6,14
<18,45-64,M,M,FELONY,16,6,7
25-44,25-44,F,F,FELONY,18,6,34
25-44,25-44,F,F,MISDEMEANOR,20,6,9
25-44,25-44,M,F,FELONY,20,6,23
25-44,25-44,F,M,FELONY,17,6,28
25-44,18-24,M,M,FELONY,19,6,19
18-24,25-44,M,M,MISDEMEANOR,20,6,30
25-44,45-64,F,M,FELONY,19,6,14
25-44,25-44,M,M,MISDEMEANOR,17,6,14
18-24,25-44,F,M,MISDEMEANOR,15,6,23
25-44,45-64,M,M,MISDEMEANOR,21,6,30
25-44,25-44,M,F,FELONY,16,6,23
18-24,18-24,M,M,FELONY,16,6,28
25-44,25-44,F,M,VIOLATION,16,6,14
25-44,18-24,M,F,MISDEMEANOR,31,3,23
45-64,45-64,M,M,VIOLATION,15,6,28
25-44,25-44,M,M,FELONY,20,6,14
18-24,45-64,M,M,FELONY,18,6,5
25-44,45-64,M,F,MISDEMEANOR,14,6,10
65+,25-44,M,F,VIOLATION,13,6,13
25-44,25-44,M,F,MISDEMEANOR,12,6,30
18-24,25-44,F,M,MISDEMEANOR,19,6,17
25-44,18-24,F,F,MISDEMEANOR,19,6,23
25-44,<18,F,F,MISDEMEANOR,21,6,7
18-24,18-24,M,M,FELONY,21,6,1
<18,25-44,M,M,FELONY,17,6,18
25-44,25-44,M,M,FELONY,13,6,18
25-44,25-44,F,M,MISDEMEANOR,10,6,20
25-44,25-44,M,F,MISDEMEANOR,17,6,33
25-44,25-44,M,F,MISDEMEANOR,17,6,9
25-44,45-64,F,M,MISDEMEANOR,14,6,9
18-24,<18,M,M,FELONY,21,6,6
25-44,25-44,M,F,VIOLATION,17,6,19
25-44,18-24,F,F,VIOLATION,19,6,25
18-24,18-24,F,M,MISDEMEANOR,14,6,26
45-64,45-64,M,F,MISDEMEANOR,15,6,32
25-44,25-44,M,F,MISDEMEANOR,10,6,13
18-24,18-24,M,F,FELONY,16,6,18
25-44,45-64,M,M,MISDEMEANOR,19,6,25
45-64,25-44,M,M,FELONY,11,6,25
25-44,18-24,M,F,MISDEMEANOR,16,6,26
25-44,25-44,M,F,FELONY,20,6,30
25-44,45-64,M,M,MISDEMEANOR,16,6,18
25-44,65+,M,M,FELONY,21,6,10
25-44,18-24,M,F,FELONY,20,6,6
25-44,25-44,M,M,MISDEMEANOR,21,6,10
<18,<18,F,M,VIOLATION,18,6,20
25-44,45-64,M,M,MISDEMEANOR,16,6,5
45-64,25-44,M,F,FELONY,15,6,24
<18,25-44,M,F,VIOLATION,17,6,34
25-44,45-64,M,F,MISDEMEANOR,21,6,33
25-44,25-44,F,F,VIOLATION,14,6,23
45-64,65+,M,F,FELONY,20,6,30
25-44,65+,M,F,FELONY,19,6,13
25-44,25-44,M,F,VIOLATION,15,6,25
<18,25-44,M,F,VIOLATION,21,6,17
45-64,45-64,F,M,FELONY,21,6,24
25-44,<18,M,M,MISDEMEANOR,12,6,32
25-44,25-44,M,M,MISDEMEANOR,20,6,1
25-44,25-44,M,M,VIOLATION,10,6,34
25-44,25-44,M,F,MISDEMEANOR,21,6,7
18-24,25-44,M,M,FELONY,19,6,18
45-64,18-24,M,M,FELONY,13,6,5
25-44,25-44,M,F,VIOLATION,15,6,19
25-44,25-44,M,M,VIOLATION,16,6,7
25-44,25-44,M,M,MISDEMEANOR,15,6,19
45-64,65+,F,F,VIOLATION,13,6,23
25-44,18-24,M,M,MISDEMEANOR,18,6,34
25-44,25-44,M,F,FELONY,13,6,19
