# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
25-44,18-24,M,F,MISDEMEANOR,15,1,14
25-44,25-44,M,M,MISDEMEANOR,10,1,13
25-44,25-44,M,M,FELONY,9,1,23
45-64,18-24,M,F,MISDEMEANOR,10,1,6
25-44,45-64,M,M,FELONY,12,1,24
25-44,25-44,M,M,MISDEMEANOR,15,1,6
25-44,25-44,F,M,VIOLATION,6,1,32
45-64,18-24,M,F,FELONY,1,1,28
25-44,25-44,M,M,MISDEMEANOR,7,1,14
25-44,25-44,M,F,VIOLATION,15,1,28
<18,25-44,M,M,MISDEMEANOR,8,1,5
45-64,45-64,M,M,FELONY,16,1,25
25-44,25-44,M,F,MISDEMEANOR,2,1,34
25-44,25-44,M,F,FELONY,9,1,6
25-44,25-44,M,F,MISDEMEANOR,10,1,23
25-44,25-44,F,F,MISDEMEANOR,12,1,18
25-44,25-44,F,M,MISDEMEANOR,11,1,13
25-44,25-44,F,F,MISDEMEANOR,11,1,28
18-24,25-44,F,F,MISDEMEANOR,14,1,32
25-44,45-64,M,F,MISDEMEANOR,7,1,25
25-44,25-44,M,F,FELONY,13,1,28
25-44,25-44,M,F,FELONY,13,1,13
25-44,25-44,M,F,MISDEMEANOR,11,1,23
25-44,45-64,M,M,VIOLATION,11,1,25
25-44,25-44,M,F,MISDEMEANOR,17,1,20
25-44,25-44,M,M,FELONY,15,1,1
45-64,25-44,M,F,VIOLATION,15,1,14
25-44,65+,M,F,FELONY,10,1,25
18-24,25-44,M,F,MISDEMEANOR,15,1,33
45-64,25-44,M,M,VIOLATION,14,1,6
25-44,25-44,M,F,MISDEMEANOR,2,1,6
25-44,25-44,F,M,VIOLATION,11,1,23
25-44,<18,M,M,MISDEMEANOR,9,1,33
25-44,25-44,F,M,MISDEMEANOR,12,1,24
25-44,25-44,M,F,FELONY,9,1,32
25-44,25-44,F,M,MISDEMEANOR,9,1,30
25-44,<18,F,F,VIOLATION,16,1,25
25-44,25-44,F,F,FELONY,7,1,7
45-64,45-64,F,M,FELONY,10,1,24
18-24,25-44,M,M,FELONY,13,1,13
18-24,18-24,F,M,MISDEMEANOR,12,1,9
25-44,25-44,M,F,VIOLATION,17,1,32
25-44,25-44,F,F,VIOLATION,7,1,19
<18,45-64,M,F,VIOLATION,13,1,34
<18,<18,F,F,MISDEMEANOR,6,12,13
25-44,45-64,F,F,VIOLATION,8,1,26
25-44,45-64,F,F,VIOLATION,15,1,9
25-44,25-44,M,F,MISDEMEANOR,14,1,32
25-44,18-24,M,F,MISDEMEANOR,13,1,6
25-44,45-64,M,F,VIOLATION,7,1,34
25-44,25-44,M,F,MISDEMEANOR,15,1,28
18-24,18-24,M,F,FELONY,9,1,24
25-44,18-24,M,F,MISDEMEANOR,7,1,34
25-44,45-64,M,M,MISDEMEANOR,15,1,14
25-44,25-44,M,F,MISDEMEANOR,16,1,9
18-24,18-24,M,F,MISDEMEANOR,11,1,34
25-44,18-24,M,M,FELONY,13,1,18
25-44,25-44,F,F,VIOLATION,8,1,20
25-44,25-44,M,F,FELONY,8,1,20
18-24,18-24,F,M,MISDEMEANOR,10,1,10
25-44,25-44,M,M,MISDEMEANOR,7,1,7
25-44,25-44,M,F,VIOLATION,31,12,14
25-44,18-24,M,M,FELONY,15,1,25
<18,25-44,F,F,VIOLATION,12,1,30
25-44,25-44,M,F,VIOLATION,16,1,18
45-64,25-44,F,F,MISDEMEANOR,9,1,13
25-44,45-64,M,F,MISDEMEANOR,8,1,32
25-44,25-44,M,F,MISDEMEANOR,7,1,25
25-44,65+,M,M,MISDEMEANOR,7,1,28
18-24,18-24,F,F,MISDEMEANOR,11,1,7
25-44,25-44,M,F,MISDEMEANOR,16,1,25
25-44,25-44,F,M,MISDEMEANOR,2,1,34
18-24,25-44,M,F,FELONY,1,1,32
25-44,25-44,M,F,VIOLATION,3,1,10
45-64,45-64,M,F,VIOLATION,4,1,33
25-44,18-24,M,F,MISDEMEANOR,6,1,30
25-44,25-44,F,M,MISDEMEANOR,1,1,14
25-44,18-24,M,F,FELONY,3,1,32
25-44,18-24,M,F,MISDEMEANOR,2,1,30
25-44,25-44,M,F,MISDEMEANOR,6,1,24
45-64,25-44,F,F,FELONY,30,12,33
45-64,45-64,M,F,MISDEMEANOR,3,1,9
25-44,25-44,M,F,MISDEMEANOR,4,1,17
25-44,25-44,M,F,MISDEMEANOR,3,1,13
25-44,18-24,M,F,MISDEMEANOR,4,1,28
25-44,45-64,M,M,VIOLATION,2,1,17
25-44,25-44,M,F,MISDEMEANOR,2,1,34
45-64,18-24,F,F,VIOLATION,6,1,23
25-44,25-44,F,F,FELONY,6,1,19
25-44,25-44,M,F,MISDEMEANOR,1,1,9
25-44,25-44,M,F,VIOLATION,6,1,17
18-24,25-44,M,F,VIOLATION,6,1,1
25-44,25-44,M,F,MISDEMEANOR,3,1,5
18-24,18-24,M,F,VIOLATION,1,1,14
18-24,18-24,M,F,VIOLATION,4,1,24
45-64,45-64,F,M,VIOLATION,25,12,19
25-44,25-44,M,M,VIOLATION,2,1,18
65+,25-44,M,M,MISDEMEANOR,2,1,22
18-24,25-44,F,F,VIOLATION,4,1,14
45-64,25-44,M,F,MISDEMEANOR,2,1,23
18-24,25-44,M,M,MISDEMEANOR,4,1,33
25-44,25-44,M,M,VIOLATION,3,1,17
65+,45-64,F,F,VIOLATION,5,1,23
25-44,25-44,M,M,MISDEMEANOR,6,1,6
25-44,65+,M,M,FELONY,4,1,18
18-24,25-44,M,M,FELONY,3,1,25
18-24,25-44,M,M,FELONY,5,1,13
25-44,45-64,M,M,MISDEMEANOR,1,1,34
18-24,25-44,M,M,FELONY,6,1,34
25-44,25-44,F,M,MISDEMEANOR,1,1,33
25-44,65+,M,M,FELONY,30,12,24
18-24,18-24,F,M,VIOLATION,2,1,25
18-24,45-64,F,F,MISDEMEANOR,3,1,28
45-64,<18,M,M,MISDEMEANOR,1,1,33
25-44,25-44,M,M,FELONY,30,12,17
18-24,45-64,M,M,FELONY,5,1,18
25-44,18-24,F,M,MISDEMEANOR,17,12,24
<18,<18,M,F,MISDEMEANOR,3,1,23
25-44,45-64,M,M,MISDEMEANOR,5,1,19
18-24,45-64,F,M,MISDEMEANOR,4,1,14
45-64,65+,M,M,FELONY,2,1,18
25-44,45-64,M,M,VIOLATION,1,1,33
18-24,18-24,F,M,MISDEMEANOR,1,1,7
25-44,45-64,F,F,MISDEMEANOR,5,1,23
25-44,25-44,M,F,VIOLATION,3,1,23
25-44,65+,M,M,FELONY,3,1,34
25-44,<18,F,F,FELONY,31,12,34
65+,65+,M,F,VIOLATION,1,1,28
45-64,45-64,M,M,VIOLATION,6,1,24
25-44,25-44,M,F,FELONY,1,1,7
18-24,18-24,M,F,MISDEMEANOR,24,12,18
25-44,25-44,M,F,FELONY,3,1,32
25-44,25-44,F,F,VIOLATION,4,1,14
25-44,25-44,M,F,VIOLATION,5,1,13
25-44,25-44,M,F,MISDEMEANOR,1,1,23
25-44,65+,M,F,FELONY,3,1,14
25-44,45-64,M,F,VIOLATION,1,1,23
18-24,25-44,F,F,MISDEMEANOR,2,1,13
45-64,18-24,M,F,FELONY,6,1,14
25-44,25-44,M,F,FELONY,4,1,23
18-24,45-64,M,M,MISDEMEANOR,3,1,32
45-64,45-64,M,M,MISDEMEANOR,3,1,1
45-64,25-44,M,F,MISDEMEANOR,3,1,30
25-44,25-44,M,M,VIOLATION,4,1,28
45-64,45-64,F,F,VIOLATION,27,12,13
65+,25-44,M,F,VIOLATION,4,1,25
45-64,45-64,M,M,FELONY,2,1,14
18-24,<18,M,M,VIOLATION,6,1,5
25-44,25-44,M,M,FELONY,6,1,25
25-44,25-44,F,F,MISDEMEANOR,1,12,26
45-64,25-44,M,M,VIOLATION,3,1,10
45-64,25-44,M,M,FELONY,2,1,33
45-64,45-64,M,F,MISDEMEANOR,4,1,9
45-64,45-64,F,F,VIOLATION,3,1,32
25-44,25-44,F,M,FELONY,1,1,20
25-44,25-44,M,F,MISDEMEANOR,6,1,33
<18,<18,M,M,FELONY,5,1,20
25-44,45-64,F,F,FELONY,2,1,1
18-24,45-64,M,M,MISDEMEANOR,22,12,7
18-24,18-24,M,F,FELONY,30,12,23
25-44,25-44,M,F,VIOLATION,2,1,24
18-24,25-44,M,F,MISDEMEANOR,3,1,32
25-44,45-64,F,M,FELONY,1,1,17
18-24,45-64,M,M,MISDEMEANOR,1,1,32
25-44,25-44,M,M,VIOLATION,5,1,17
18-24,18-24,M,F,VIOLATION,4,1,30
25-44,25-44,M,F,MISDEMEANOR,24,12,33
18-24,25-44,M,F,FELONY,3,1,17
45-64,45-64,M,M,FELONY,6,1,32
25-44,25-44,M,F,VIOLATION,6,1,24
18-24,45-64,M,M,MISDEMEANOR,1,1,34
45-64,25-44,M,M,FELONY,3,1,9
25-44,25-44,M,F,MISDEMEANOR,4,1,1
65+,65+,F,F,VIOLATION,1,1,19
25-44,45-64,M,F,MISDEMEANOR,2,1,18
65+,45-64,M,M,VIOLATION,2,1,32
25-44,25-44,M,M,MISDEMEANOR,1,1,28
25-44,65+,M,F,FELONY,3,1,10
<18,45-64,F,F,VIOLATION,4,1,23
25-44,25-44,F,M,VIOLATION,5,1,24
25-44,25-44,M,M,MISDEMEANOR,6,1,6
<18,18-24,F,F,VIOLATION,5,1,19
25-44,45-64,M,F,VIOLATION,6,1,18
45-64,45-64,M,F,MISDEMEANOR,6,1,23
25-44,25-44,M,M,MISDEMEANOR,4,1,19
18-24,<18,M,F,VIOLATION,2,1,25
45-64,45-64,F,F,VIOLATION,1,1,24
18-24,18-24,M,F,MISDEMEANOR,4,1,30
25-44,25-44,M,F,VIOLATION,1,1,32
25-44,25-44,M,M,VIOLATION,3,1,33
25-44,18-24,M,F,FELONY,3,1,20
25-44,65+,M,M,FELONY,5,1,19
25-44,25-44,F,F,MISDEMEANOR,5,1,28
25-44,25-44,F,M,MISDEMEANOR,4,1,33
45-64,<18,M,F,MISDEMEANOR,5,1,25
18-24,45-64,M,M,MISDEMEANOR,5,1,20
25-44,45-64,F,F,MISDEMEANOR,3,1,34
25-44,25-44,M,F,MISDEMEANOR,3,1,32
25-44,65+,F,F,FELONY,6,1,10
18-24,18-24,M,F,MISDEMEANOR,1,1,23
25-44,25-44,M,M,VIOLATION,1,1,1
25-44,25-44,F,F,VIOLATION,2,1,17
25-44,18-24,M,F,MISDEMEANOR,6,1,32
18-24,25-44,M,F,VIOLATION,5,1,23
45-64,65+,M,F,VIOLATION,1,1,10
18-24,18-24,F,M,FELONY,3,1,25
25-44,<18,F,M,MISDEMEANOR,3,1,23
25-44,45-64,M,F,FELONY,4,1,30
25-44,18-24,M,M,MISDEMEANOR,1,1,14
18-24,25-44,M,F,MISDEMEANOR,3,1,14
25-44,25-44,M,F,MISDEMEANOR,1,1,23
45-64,25-44,M,F,FELONY,31,12,26
45-64,45-64,M,M,VIOLATION,5,1,28
25-44,25-44,M,M,FELONY,1,1,33
45-64,25-44,M,F,MISDEMEANOR,2,1,28
45-64,45-64,F,F,VIOLATION,5,1,23
25-44,25-44,M,F,MISDEMEANOR,6,1,32
25-44,45-64,F,M,MISDEMEANOR,4,1,30
25-44,18-24,M,F,FELONY,5,1,6
18-24,45-64,M,F,MISDEMEANOR,2,1,19
25-44,25-44,M,F,MISDEMEANOR,3,1,25
25-44,18-24,M,F,MISDEMEANOR,6,1,25
45-64,45-64,M,M,VIOLATION,6,1,1
45-64,45-64,M,M,VIOLATION,3,1,24
18-24,25-44,M,M,VIOLATION,3,1,19
65+,45-64,M,F,FELONY,2,1,19
45-64,45-64,M,F,FELONY,4,1,1
18-24,18-24,M,F,FELONY,2,1,33
25-44,45-64,M,F,MISDEMEANOR,5,1,14
25-44,45-64,F,M,FELONY,3,1,34
18-24,18-24,M,F,VIOLATION,1,1,10
25-44,45-64,F,M,MISDEMEANOR,1,1,23
25-44,25-44,M,F,FELONY,6,1,14
25-44,25-44,F,F,MISDEMEANOR,5,1,34
18-24,<18,F,F,VIOLATION,3,1,30
18-24,18-24,M,F,MISDEMEANOR,3,1,32
45-64,25-44,M,F,VIOLATION,5,1,6
25-44,25-44,M,F,FELONY,1,1,30
25-44,25-44,M,F,VIOLATION,5,1,32
25-44,45-64,M,M,MISDEMEANOR,3,1,19
25-44,18-24,M,M,MISDEMEANOR,1,1,30
25-44,45-64,M,M,MISDEMEANOR,28,12,33
18-24,25-44,M,M,FELONY,3,1,18
45-64,18-24,M,M,FELONY,2,1,18
18-24,45-64,F,M,MISDEMEANOR,1,1,24
45-64,25-44,F,F,VIOLATION,2,1,7
18-24,18-24,M,M,FELONY,1,1,20
25-44,25-44,F,M,MISDEMEANOR,5,1,28
25-44,45-64,M,F,MISDEMEANOR,5,1,13
25-44,<18,M,F,FELONY,16,10,30
25-44,18-24,M,F,MISDEMEANOR,23,11,5
25-44,25-44,F,F,MISDEMEANOR,2,1,6
25-44,45-64,M,F,FELONY,4,1,24
25-44,45-64,M,M,MISDEMEANOR,4,1,14
18-24,65+,M,M,FELONY,31,12,19
25-44,25-44,M,M,MISDEMEANOR,2,1,14
25-44,25-44,F,M,FELONY,3,1,33
18-24,45-64,M,F,VIOLATION,5,1,23
18-24,18-24,M,F,MISDEMEANOR,3,11,14
18-24,18-24,M,F,VIOLATION,31,12,30
25-44,25-44,M,F,MISDEMEANOR,5,1,13
25-44,25-44,M,M,MISDEMEANOR,3,1,23
25-44,65+,F,F,VIOLATION,3,1,13
25-44,45-64,M,M,VIOLATION,3,1,32
45-64,25-44,F,F,MISDEMEANOR,30,9,20
25-44,25-44,M,F,VIOLATION,1,1,1
25-44,25-44,M,F,VIOLATION,1,1,33
45-64,18-24,M,F,MISDEMEANOR,1,1,24
18-24,18-24,M,M,FELONY,5,1,10
25-44,25-44,M,F,FELONY,1,1,34
45-64,45-64,M,F,MISDEMEANOR,2,1,26
25-44,25-44,M,F,FELONY,6,1,6
25-44,25-44,M,F,FELONY,5,1,17
25-44,18-24,M,F,VIOLATION,2,1,32
45-64,45-64,M,M,MISDEMEANOR,13,8,17
25-44,25-44,M,M,MISDEMEANOR,1,1,28
25-44,18-24,M,M,MISDEMEANOR,6,1,23
25-44,65+,F,M,FELONY,1,1,19
25-44,45-64,M,F,VIOLATION,1,1,32
<18,25-44,M,F,MISDEMEANOR,6,1,28
18-24,25-44,M,F,FELONY,3,1,23
25-44,45-64,M,M,MISDEMEANOR,6,1,28
25-44,25-44,F,F,VIOLATION,4,1,5
18-24,18-24,M,F,FELONY,5,1,26
25-44,45-64,M,F,VIOLATION,2,1,19
18-24,65+,M,F,VIOLATION,6,1,14
25-44,65+,F,F,VIOLATION,1,1,13
25-44,25-44,M,F,VIOLATION,4,1,7
18-24,45-64,F,F,VIOLATION,1,1,18
18-24,25-44,M,M,MISDEMEANOR,5,12,5
25-44,25-44,F,M,MISDEMEANOR,5,1,30
18-24,25-44,F,F,MISDEMEANOR,3,1,25
25-44,45-64,M,M,FELONY,30,12,25
25-44,25-44,M,M,FELONY,3,1,13
25-44,25-44,M,F,FELONY,1,5,13
25-44,45-64,M,M,MISDEMEANOR,3,1,9
25-44,18-24,M,F,MISDEMEANOR,5,1,14
25-44,25-44,M,F,FELONY,5,1,18
25-44,25-44,M,M,MISDEMEANOR,4,1,6
65+,25-44,M,M,MISDEMEANOR,2,1,33
45-64,25-44,M,F,VIOLATION,1,1,19
18-24,18-24,M,F,FELONY,4,1,33
45-64,45-64,M,F,MISDEMEANOR,2,1,34
25-44,25-44,M,F,FELONY,3,1,34
25-44,18-24,M,M,VIOLATION,2,1,23
25-44,45-64,M,F,MISDEMEANOR,3,1,14
45-64,45-64,M,F,MISDEMEANOR,1,1,13
25-44,45-64,M,M,FELONY,4,1,34
45-64,45-64,F,F,VIOLATION,5,1,19
65+,65+,F,M,FELONY,5,1,32
25-44,45-64,M,M,MISDEMEANOR,3,1,9
18-24,25-44,F,M,MISDEMEANOR,4,1,9
45-64,25-44,M,M,MISDEMEANOR,3,1,32
25-44,25-44,M,F,VIOLATION,1,1,13
25-44,45-64,F,M,FELONY,2,1,25
25-44,25-44,M,F,VIOLATION,6,1,23
25-44,25-44,M,M,MISDEMEANOR,6,1,19
45-64,25-44,M,F,VIOLATION,1,1,34
25-44,25-44,M,M,FELONY,3,1,10
18-24,45-64,M,M,VIOLATION,4,1,24
18-24,18-24,M,F,MISDEMEANOR,2,1,25
18-24,18-24,F,M,MISDEMEANOR,5,1,32
25-44,25-44,M,F,VIOLATION,1,1,13
45-64,25-44,M,F,MISDEMEANOR,3,1,30
18-24,18-24,F,F,FELONY,20,12,32
25-44,25-44,M,F,FELONY,1,1,13
25-44,65+,M,M,FELONY,2,1,22
25-44,25-44,F,M,FELONY,2,1,23
25-44,45-64,M,F,MISDEMEANOR,6,1,17
65+,25-44,M,F,VIOLATION,6,1,23
45-64,25-44,F,F,FELONY,31,12,14
45-64,45-64,M,F,VIOLATION,4,1,23
18-24,25-44,M,F,VIOLATION,1,1,33
25-44,45-64,M,F,VIOLATION,1,1,25
25-44,45-64,M,F,FELONY,4,1,34
25-44,25-44,M,F,MISDEMEANOR,4,1,30
45-64,65+,M,F,VIOLATION,5,1,28
25-44,45-64,M,M,VIOLATION,26,6,33
25-44,25-44,M,F,VIOLATION,29,6,23
25-44,25-44,M,F,MISDEMEANOR,26,6,7
45-64,45-64,M,F,FELONY,28,6,14
18-24,25-44,F,F,MISDEMEANOR,29,6,28
25-44,25-44,M,F,VIOLATION,20,6,24
45-64,45-64,M,M,VIOLATION,21,6,20
25-44,45-64,M,M,MISDEMEANOR,28,6,34
65+,25-44,M,F,MISDEMEANOR,25,6,18
25-44,18-24,M,M,VIOLATION,28,6,13
25-44,25-44,M,M,FELONY,17,6,32
25-44,25-44,M,F,MISDEMEANOR,24,6,1
25-44,18-24,M,M,FELONY,21,6,23
25-44,25-44,M,F,FELONY,25,6,25
<18,<18,M,M,VIOLATION,22,6,24
25-44,25-44,M,F,MISDEMEANOR,29,6,17
<18,18-24,M,F,MISDEMEANOR,20,6,23
25-44,25-44,M,F,MISDEMEANOR,27,6,19
25-44,25-44,M,F,MISDEMEANOR,29,6,6
25-44,25-44,M,F,MISDEMEANOR,23,6,7
25-44,25-44,M,M,MISDEMEANOR,26,6,26
18-24,18-24,M,F,VIOLATION,29,6,34
25-44,45-64,M,M,MISDEMEANOR,30,6,14
45-64,45-64,M,F,VIOLATION,29,6,34
25-44,45-64,M,F,MISDEMEANOR,25,6,6
25-44,25-44,M,F,MISDEMEANOR,27,6,23
25-44,25-44,M,M,FELONY,30,6,18
45-64,45-64,M,M,FELONY,24,6,14
25-44,65+,M,M,VIOLATION,28,6,20
45-64,25-44,M,F,MISDEMEANOR,27,6,5
25-44,25-44,M,M,FELONY,25,6,14
25-44,25-44,M,M,FELONY,23,6,13
25-44,<18,M,M,FELONY,25,6,14
25-44,25-44,M,F,FELONY,25,6,7
25-44,18-24,M,F,MISDEMEANOR,22,6,18
<18,25-44,M,M,FELONY,28,6,18
25-44,25-44,M,M,FELONY,30,6,18
45-64,25-44,F,M,VIOLATION,30,6,9
45-64,25-44,M,M,VIOLATION,22,6,10
25-44,25-44,M,F,MISDEMEANOR,26,6,1
25-44,25-44,M,M,FELONY,27,6,7
18-24,18-24,M,F,FELONY,29,6,6
25-44,18-24,M,M,FELONY,25,6,24
25-44,25-44,F,M,FELONY,27,6,30
25-44,45-64,M,F,MISDEMEANOR,19,6,9
<18,<18,M,F,FELONY,17,5,32
25-44,25-44,M,F,MISDEMEANOR,28,6,32
<18,<18,F,F,MISDEMEANOR,30,6,23
<18,25-44,M,M,VIOLATION,25,6,14
45-64,45-64,M,F,MISDEMEANOR,21,6,28
25-44,45-64,F,F,MISDEMEANOR,18,6,28
<18,25-44,M,M,FELONY,21,6,24
25-44,25-44,M,F,VIOLATION,10,6,7
25-44,45-64,M,M,MISDEMEANOR,29,6,9
18-24,25-44,M,M,MISDEMEANOR,26,6,25
25-44,65+,F,M,VIOLATION,24,6,17
25-44,45-64,M,F,MISDEMEANOR,25,6,6
25-44,25-44,M,M,FELONY,28,6,28
45-64,25-44,M,F,MISDEMEANOR,24,6,7
45-64,45-64,M,M,VIOLATION,25,6,23
18-24,25-44,M,M,VIOLATION,29,6,5
25-44,25-44,M,M,MISDEMEANOR,23,6,19
45-64,65+,M,M,VIOLATION,21,6,5
65+,45-64,F,F,MISDEMEANOR,28,6,7
25-44,45-64,F,M,MISDEMEANOR,25,6,9
25-44,25-44,F,M,MISDEMEANOR,27,6,7
45-64,25-44,M,M,FELONY,25,6,6
45-64,45-64,M,F,MISDEMEANOR,30,6,20
<18,45-64,F,M,MISDEMEANOR,23,6,13
65+,25-44,M,M,VIOLATION,30,6,28
25-44,25-44,F,M,MISDEMEANOR,22,6,23
25-44,45-64,M,F,MISDEMEANOR,24,6,25
25-44,25-44,M,F,FELONY,30,6,28
18-24,<18,M,F,MISDEMEANOR,29,6,28
25-44,25-44,M,M,MISDEMEANOR,29,6,14
25-44,25-44,M,F,FELONY,24,6,10
<18,25-44,F,F,MISDEMEANOR,27,6,13
18-24,25-44,M,M,MISDEMEANOR,28,6,1
45-64,18-24,F,F,MISDEMEANOR,22,6,26
25-44,18-24,M,F,MISDEMEANOR,28,6,23
25-44,45-64,M,M,MISDEMEANOR,28,6,10
25-44,45-64,M,M,VIOLATION,23,6,14
25-44,65+,F,F,VIOLATION,27,6,19
25-44,25-44,M,F,MISDEMEANOR,27,6,34
18-24,18-24,M,M,MISDEMEANOR,30,6,6
25-44,45-64,M,M,MISDEMEANOR,23,6,5
25-44,18-24,M,M,MISDEMEANOR,27,6,14
25-44,45-64,M,M,MISDEMEANOR,24,6,1
18-24,45-64,M,M,MISDEMEANOR,25,6,13
18-24,18-24,M,F,MISDEMEANOR,24,6,32
45-64,45-64,M,F,MISDEMEANOR,24,6,14
45-64,25-44,F,M,VIOLATION,27,6,30
25-44,25-44,M,F,VIOLATION,26,6,19
25-44,25-44,M,F,VIOLATION,25,6,17
25-44,45-64,M,F,VIOLATION,28,6,6
<18,25-44,M,F,FELONY,16,6,13
45-64,45-64,M,F,VIOLATION,22,6,28
25-44,65+,M,M,VIOLATION,30,6,6
18-24,45-64,M,M,FELONY,20,6,17
18-24,18-24,M,F,MISDEMEANOR,2,6,17
25-44,25-44,M,F,FELONY,29,6,10
25-44,45-64,M,F,MISDEMEANOR,25,6,23
65+,45-64,M,M,FELONY,25,6,26
25-44,65+,M,M,VIOLATION,30,6,20
18-24,18-24,M,M,MISDEMEANOR,27,6,14
45-64,45-64,M,M,FELONY,25,6,28
25-44,25-44,M,F,FELONY,23,6,28
18-24,45-64,F,F,MISDEMEANOR,22,6,19
25-44,25-44,F,M,VIOLATION,22,6,24
25-44,25-44,M,M,FELONY,22,6,18
25-44,18-24,M,M,FELONY,27,6,5
18-24,18-24,M,M,FELONY,28,6,34
25-44,25-44,M,M,FELONY,26,6,10
18-24,18-24,F,F,MISDEMEANOR,25,6,18
25-44,18-24,M,F,FELONY,27,6,24
25-44,18-24,M,F,MISDEMEANOR,27,6,13
25-44,25-44,M,M,VIOLATION,29,6,23
25-44,25-44,M,F,MISDEMEANOR,22,6,24
25-44,65+,F,F,VIOLATION,22,6,26
25-44,25-44,M,F,FELONY,26,6,13
25-44,25-44,M,F,MISDEMEANOR,22,6,9
45-64,65+,F,M,FELONY,24,6,20
25-44,<18,M,F,FELONY,25,6,23
25-44,25-44,F,F,MISDEMEANOR,28,6,28
25-44,25-44,M,F,VIOLATION,28,6,25
45-64,45-64,M,M,MISDEMEANOR,24,6,19
25-44,25-44,M,F,MISDEMEANOR,28,6,25
25-44,65+,M,M,FELONY,30,6,6
25-44,18-24,M,F,FELONY,22,6,23
25-44,<18,M,F,FELONY,6,6,18
25-44,25-44,F,M,MISDEMEANOR,25,6,18
25-44,25-44,M,F,MISDEMEANOR,25,6,5
18-24,25-44,M,F,FELONY,26,6,25
45-64,45-64,M,F,MISDEMEANOR,25,6,30
45-64,45-64,M,M,VIOLATION,30,6,24
18-24,18-24,M,M,MISDEMEANOR,23,6,30
25-44,25-44,M,F,FELONY,29,6,7
25-44,25-44,F,M,FELONY,20,6,14
25-44,25-44,M,F,VIOLATION,25,6,25
18-24,18-24,M,M,FELONY,22,6,32
25-44,18-24,M,F,MISDEMEANOR,26,6,7
25-44,25-44,M,M,FELONY,27,6,6
25-44,25-44,M,F,VIOLATION,21,6,10
25-44,18-24,M,M,MISDEMEANOR,25,6,25
25-44,25-44,M,M,FELONY,30,6,30
45-64,25-44,M,F,MISDEMEANOR,30,6,32
25-44,25-44,M,M,MISDEMEANOR,26,6,10
25-44,25-44,M,M,MISDEMEANOR,24,6,18
25-44,25-44,M,M,MISDEMEANOR,23,6,14
25-44,25-44,M,F,FELONY,30,6,18
25-44,25-44,M,M,FELONY,29,6,14
18-24,45-64,M,F,MISDEMEANOR,24,6,13
65+,25-44,M,M,MISDEMEANOR,24,6,34
25-44,25-44,M,M,MISDEMEANOR,22,6,17
45-64,45-64,F,F,FELONY,25,6,20
25-44,25-44,F,M,VIOLATION,22,6,10
25-44,45-64,M,F,MISDEMEANOR,27,6,25
45-64,25-44,F,M,VIOLATION,20,6,6
45-64,45-64,M,M,FELONY,26,6,14
18-24,18-24,M,F,VIOLATION,24,6,30
45-64,<18,F,F,VIOLATION,17,6,10
45-64,25-44,F,M,VIOLATION,30,6,24
25-44,25-44,F,M,VIOLATION,16,6,32
45-64,45-64,M,M,FELONY,28,6,24
18-24,25-44,M,F,MISDEMEANOR,30,6,6
18-24,25-44,M,M,MISDEMEANOR,25,6,25
25-44,25-44,M,F,VIOLATION,29,6,25
45-64,25-44,F,F,VIOLATION,28,6,7
25-44,25-44,M,M,MISDEMEANOR,26,6,14
25-44,25-44,F,M,MISDEMEANOR,29,6,13
18-24,25-44,M,M,MISDEMEANOR,29,6,13
45-64,25-44,M,F,MISDEMEANOR,30,6,30
25-44,25-44,M,M,MISDEMEANOR,24,6,23
45-64,65+,M,F,MISDEMEANOR,22,6,14
25-44,25-44,M,F,VIOLATION,27,6,23
25-44,65+,M,F,VIOLATION,29,6,23
25-44,25-44,M,F,MISDEMEANOR,26,3,7
25-44,18-24,F,F,FELONY,21,6,10
25-44,45-64,M,M,VIOLATION,25,6,23
25-44,25-44,M,M,MISDEMEANOR,27,6,24
25-44,45-64,M,F,MISDEMEANOR,29,6,10
65+,65+,F,M,FELONY,27,6,7
25-44,25-44,F,F,MISDEMEANOR,28,6,14
25-44,25-44,M,M,FELONY,23,6,13
65+,65+,M,F,FELONY,23,6,24
18-24,18-24,F,F,MISDEMEANOR,30,6,28
25-44,25-44,M,F,VIOLATION,23,6,23
25-44,25-44,M,F,MISDEMEANOR,28,6,6
25-44,25-44,M,M,MISDEMEANOR,22,6,18
25-44,25-44,F,M,MISDEMEANOR,26,6,23
45-64,25-44,M,F,FELONY,22,6,28
25-44,25-44,F,F,MISDEMEANOR,26,6,25
25-44,25-44,M,F,VIOLATION,24,6,19
45-64,65+,M,F,FELONY,20,6,34
45-64,25-44,M,F,FELONY,28,6,23
25-44,25-44,M,M,MISDEMEANOR,23,6,23
25-44,25-44,F,F,FELONY,26,6,10
25-44,25-44,M,M,MISDEMEANOR,27,6,19
25-44,25-44,M,F,MISDEMEANOR,26,6,13
25-44,25-44,M,M,FELONY,23,6,19
18-24,25-44,M,M,FELONY,23,6,7
25-44,45-64,M,M,VIOLATION,25,6,18
45-64,25-44,F,F,MISDEMEANOR,30,6,19
25-44,65+,M,M,VIOLATION,29,6,28
18-24,25-44,M,M,MISDEMEANOR,26,6,25
25-44,25-44,M,M,MISDEMEANOR,28,6,18
25-44,25-44,M,F,MISDEMEANOR,26,6,32
45-64,25-44,M,F,FELONY,27,6,30
