# precinct,law_category,crime_day,crime_month,suspect_age,suspect_sex,victim_age,victim_sex
14,FELONY,14,2,18-24,M,45-64,F
34,MISDEMEANOR,17,2,25-44,M,25-44,F
13,VIOLATION,17,2,18-24,F,25-44,F
7,MISDEMEANOR,13,2,25-44,M,25-44,F
34,FELONY,13,2,18-24,M,25-44,M
5,MISDEMEANOR,14,1,45-64,M,25-44,M
19,VIOLATION,14,2,45-64,M,25-44,M
9,VIOLATION,4,2,18-24,M,18-24,F
20,VIOLATION,10,2,25-44,F,45-64,F
19,FELONY,13,2,45-64,M,25-44,F
9,MISDEMEANOR,17,2,25-44,F,25-44,F
13,FELONY,15,2,<18,F,18-24,M
10,MISDEMEANOR,13,2,45-64,M,45-64,F
13,FELONY,15,2,18-24,M,65+,M
28,FELONY,13,2,45-64,M,45-64,F
23,MISDEMEANOR,8,2,25-44,M,18-24,M
23,MISDEMEANOR,8,2,25-44,M,25-44,F
14,FELONY,17,2,25-44,M,45-64,F
14,FELONY,9,2,25-44,M,25-44,M
24,VIOLATION,7,2,25-44,F,25-44,F
32,MISDEMEANOR,10,2,25-44,M,45-64,F
19,FELONY,13,2,65+,M,65+,F
19,MISDEMEANOR,14,2,25-44,M,45-64,M
33,VIOLATION,19,2,25-44,F,25-44,F
28,VIOLATION,30,1,65+,M,65+,M
19,VIOLATION,13,2,25-44,M,45-64,F
24,MISDEMEANOR,11,2,45-64,M,45-64,F
23,FELONY,23,1,25-44,M,25-44,F
18,VIOLATION,10,2,18-24,M,45-64,M
32,MISDEMEANOR,17,2,<18,M,45-64,F
14,VIOLATION,12,2,45-64,M,25-44,F
32,MISDEMEANOR,15,2,25-44,M,<18,M
33,FELONY,19,2,25-44,M,18-24,M
6,FELONY,12,2,45-64,M,25-44,F
23,MISDEMEANOR,14,2,18-24,M,18-24,F
7,MISDEMEANOR,16,2,45-64,F,25-44,F
10,FELONY,2,1,25-44,M,18-24,F
25,VIOLATION,11,2,<18,M,25-44,F
18,VIOLATION,12,2,25-44,M,25-44,M
32,FELONY,14,2,18-24,F,25-44,M
23,VIOLATION,13,2,25-44,M,25-44,F
17,VIOLATION,14,2,25-44,F,25-44,F
19,MISDEMEANOR,9,2,25-44,M,25-44,F
1,FELONY,13,2,25-44,M,25-44,M
34,MISDEMEANOR,18,2,18-24,M,18-24,F
9,MISDEMEANOR,14,1,45-64,M,18-24,M
18,VIOLATION,28,1,25-44,M,18-24,F
30,VIOLATION,10,2,45-64,F,25-44,M
6,VIOLATION,12,2,25-44,M,25-44,M
5,MISDEMEANOR,12,2,25-44,M,45-64,M
34,MISDEMEANOR,18,2,45-64,M,25-44,F
34,FELONY,9,2,25-44,M,25-44,F
13,MISDEMEANOR,15,2,25-44,M,25-44,F
34,MISDEMEANOR,9,2,18-24,M,18-24,F
1,MISDEMEANOR,9,2,18-24,M,25-44,M
20,MISDEMEANOR,12,2,25-44,M,45-64,F
6,FELONY,16,2,18-24,F,25-44,F
33,FELONY,10,2,18-24,M,18-24,F
9,MISDEMEANOR,29,1,45-64,M,25-44,F
5,VIOLATION,17,2,45-64,M,45-64,M
33,MISDEMEANOR,8,2,18-24,M,25-44,M
33,FELONY,10,2,25-44,F,<18,F
7,MISDEMEANOR,1,1,25-44,F,25-44,M
23,MISDEMEANOR,18,2,25-44,F,25-44,M
24,MISDEMEANOR,13,2,45-64,F,45-64,M
7,MISDEMEANOR,12,2,45-64,F,18-24,F
5,VIOLATION,15,2,45-64,F,45-64,F
20,VIOLATION,12,2,25-44,M,45-64,F
32,FELONY,16,2,45-64,M,25-44,F
30,VIOLATION,17,2,25-44,M,25-44,M
7,MISDEMEANOR,18,2,25-44,M,25-44,F
6,FELONY,11,2,45-64,M,25-44,M
23,VIOLATION,4,2,18-24,M,25-44,M
23,FELONY,12,2,25-44,M,25-44,F
14,FELONY,14,2,25-44,M,45-64,M
7,VIOLATION,18,1,45-64,M,45-64,M
30,VIOLATION,10,2,25-44,M,25-44,M
34,FELONY,11,2,25-44,F,25-44,M
10,MISDEMEANOR,13,2,25-44,M,25-44,F
14,VIOLATION,14,2,<18,M,25-44,M
32,MISDEMEANOR,15,2,25-44,M,25-44,F
19,VIOLATION,1,2,45-64,M,18-24,M
7,MISDEMEANOR,17,2,25-44,F,25-44,M
9,VIOLATION,9,2,45-64,M,25-44,F
14,VIOLATION,14,2,25-44,M,25-44,F
10,MISDEMEANOR,14,2,25-44,M,25-44,F
28,FELONY,10,2,<18,M,25-44,F
32,VIOLATION,18,2,25-44,F,18-24,F
9,MISDEMEANOR,17,2,18-24,M,25-44,M
32,MISDEMEANOR,11,2,25-44,F,<18,M
30,VIOLATION,13,2,25-44,M,45-64,F
6,MISDEMEANOR,13,2,25-44,M,18-24,F
6,VIOLATION,19,2,25-44,F,25-44,F
28,FELONY,12,2,45-64,M,25-44,M
30,MISDEMEANOR,12,2,25-44,M,25-44,M
34,VIOLATION,30,1,25-44,F,45-64,M
32,MISDEMEANOR,26,12,18-24,F,18-24,M
25,VIOLATION,12,2,25-44,M,18-24,F
7,VIOLATION,16,2,18-24,F,45-64,F
9,VIOLATION,10,2,45-64,F,65+,F
23,FELONY,9,2,45-64,M,18-24,M
23,MISDEMEANOR,16,2,25-44,M,25-44,F
24,MISDEMEANOR,8,2,25-44,M,18-24,M
5,VIOLATION,5,2,25-44,M,25-44,F
19,VIOLATION,16,2,45-64,M,18-24,F
5,VIOLATION,16,2,25-44,M,25-44,F
28,VIOLATION,9,2,25-44,F,25-44,F
32,FELONY,15,2,25-44,F,<18,M
32,MISDEMEANOR,16,2,25-44,F,25-44,M
24,VIOLATION,14,2,<18,F,25-44,M
23,MISDEMEANOR,17,2,18-24,M,18-24,F
24,VIOLATION,6,2,25-44,M,45-64,F
33,MISDEMEANOR,8,2,25-44,M,25-44,F
32,VIOLATION,18,2,18-24,F,25-44,F
14,FELONY,14,2,25-44,M,45-64,M
18,VIOLATION,18,2,18-24,M,25-44,M
18,VIOLATION,12,2,25-44,M,25-44,M
14,MISDEMEANOR,19,2,25-44,M,45-64,M
13,FELONY,15,2,25-44,M,25-44,M
23,MISDEMEANOR,15,2,25-44,M,25-44,F
34,FELONY,9,2,18-24,M,18-24,F
7,VIOLATION,13,2,18-24,F,25-44,F
25,MISDEMEANOR,4,2,25-44,M,25-44,M
32,MISDEMEANOR,8,2,18-24,M,18-24,F
9,MISDEMEANOR,18,2,25-44,M,25-44,M
14,MISDEMEANOR,12,2,25-44,M,25-44,F
1,MISDEMEANOR,10,2,25-44,F,<18,F
9,MISDEMEANOR,11,2,45-64,M,25-44,M
26,FELONY,12,2,25-44,F,25-44,F
23,VIOLATION,19,2,25-44,F,45-64,F
23,VIOLATION,8,2,25-44,M,45-64,F
13,MISDEMEANOR,15,2,25-44,M,25-44,M
34,MISDEMEANOR,11,2,25-44,M,65+,F
14,FELONY,17,2,45-64,M,45-64,M
19,VIOLATION,29,1,25-44,M,<18,F
24,MISDEMEANOR,13,2,45-64,M,45-64,M
13,VIOLATION,1,2,25-44,M,65+,F
33,MISDEMEANOR,26,1,25-44,M,25-44,F
9,MISDEMEANOR,13,2,25-44,M,45-64,M
25,VIOLATION,6,2,25-44,F,45-64,F
1,VIOLATION,3,2,45-64,M,45-64,M
18,FELONY,16,2,25-44,M,65+,F
17,VIOLATION,16,2,25-44,M,65+,F
26,FELONY,15,2,25-44,F,25-44,M
28,VIOLATION,11,2,25-44,M,<18,F
7,MISDEMEANOR,18,2,18-24,M,45-64,M
28,MISDEMEANOR,29,1,25-44,M,<18,F
32,MISDEMEANOR,12,2,25-44,M,25-44,F
19,MISDEMEANOR,14,2,45-64,M,25-44,F
22,MISDEMEANOR,3,2,18-24,F,25-44,M
34,MISDEMEANOR,18,2,25-44,F,25-44,M
10,VIOLATION,13,2,45-64,M,25-44,M
28,MISDEMEANOR,18,2,25-44,M,45-64,F
24,FELONY,11,2,25-44,M,18-24,M
32,FELONY,13,2,25-44,M,25-44,F
34,VIOLATION,1,3,45-64,M,25-44,M
6,MISDEMEANOR,12,2,25-44,M,65+,M
18,FELONY,16,2,45-64,M,45-64,F
28,MISDEMEANOR,26,1,45-64,M,45-64,F
23,MISDEMEANOR,16,2,25-44,M,18-24,F
30,FELONY,15,2,25-44,M,18-24,F
10,MISDEMEANOR,9,1,25-44,M,25-44,M
32,VIOLATION,15,2,25-44,M,45-64,F
26,MISDEMEANOR,10,2,25-44,M,25-44,F
22,VIOLATION,17,2,18-24,M,45-64,F
18,VIOLATION,1,11,45-64,M,25-44,F
24,VIOLATION,10,2,45-64,M,25-44,M
14,VIOLATION,12,2,25-44,F,25-44,F
25,MISDEMEANOR,12,2,25-44,M,18-24,F
1,FELONY,13,2,25-44,M,45-64,M
7,MISDEMEANOR,13,2,25-44,M,<18,M
23,MISDEMEANOR,15,2,18-24,M,<18,F
24,FELONY,13,2,25-44,M,25-44,M
13,MISDEMEANOR,9,2,25-44,M,25-44,M
14,MISDEMEANOR,29,1,18-24,F,25-44,M
7,VIOLATION,11,2,<18,M,45-64,F
13,VIOLATION,9,2,25-44,M,25-44,F
34,MISDEMEANOR,14,2,25-44,M,65+,F
26,VIOLATION,11,2,45-64,M,45-64,F
32,MISDEMEANOR,10,2,25-44,M,18-24,M
20,MISDEMEANOR,16,2,45-64,M,25-44,F
32,FELONY,15,2,25-44,M,25-44,F
34,VIOLATION,14,2,25-44,M,45-64,M
13,VIOLATION,10,2,<18,F,25-44,F
18,VIOLATION,17,2,25-44,M,25-44,F
14,MISDEMEANOR,16,2,45-64,M,25-44,F
28,VIOLATION,9,2,18-24,M,65+,M
33,MISDEMEANOR,17,2,45-64,F,45-64,F
18,MISDEMEANOR,17,2,<18,M,25-44,M
13,MISDEMEANOR,13,2,45-64,M,25-44,F
7,MISDEMEANOR,16,2,25-44,M,25-44,F
9,MISDEMEANOR,18,2,25-44,M,45-64,M
18,MISDEMEANOR,13,2,18-24,M,25-44,M
23,MISDEMEANOR,14,2,45-64,M,45-64,F
20,FELONY,13,2,45-64,M,65+,M
1,MISDEMEANOR,9,2,18-24,M,45-64,F
10,FELONY,10,2,25-44,M,25-44,F
14,MISDEMEANOR,13,2,18-24,M,45-64,M
20,MISDEMEANOR,9,2,25-44,M,25-44,M
33,FELONY,8,2,18-24,M,25-44,M
9,VIOLATION,18,2,45-64,M,45-64,M
14,MISDEMEANOR,10,2,25-44,M,45-64,M
26,MISDEMEANOR,15,2,25-44,M,25-44,F
19,VIOLATION,19,2,25-44,M,25-44,F
34,VIOLATION,9,2,45-64,M,45-64,F
34,VIOLATION,1,3,45-64,M,25-44,M
32,MISDEMEANOR,12,2,25-44,M,25-44,F
20,VIOLATION,4,2,25-44,F,25-44,F
23,MISDEMEANOR,9,2,45-64,M,45-64,M
32,VIOLATION,11,2,18-24,M,18-24,F
13,MISDEMEANOR,8,2,25-44,M,25-44,M
19,VIOLATION,17,2,45-64,F,45-64,M
23,MISDEMEANOR,16,2,18-24,F,45-64,F
10,MISDEMEANOR,9,2,18-24,M,18-24,F
24,MISDEMEANOR,17,2,18-24,M,25-44,F
28,VIOLATION,11,2,25-44,M,18-24,F
23,VIOLATION,13,2,<18,M,25-44,F
28,FELONY,10,2,25-44,F,45-64,F
28,MISDEMEANOR,17,2,25-44,M,25-44,M
24,FELONY,14,2,25-44,M,<18,F
19,FELONY,8,2,18-24,M,25-44,M
28,MISDEMEANOR,13,2,65+,M,45-64,M
30,MISDEMEANOR,28,1,45-64,M,18-24,F
23,VIOLATION,13,2,25-44,F,<18,M
13,VIOLATION,9,2,45-64,M,45-64,M
24,MISDEMEANOR,14,2,25-44,M,18-24,F
7,FELONY,5,2,25-44,M,25-44,F
33,VIOLATION,16,2,25-44,M,65+,F
13,VIOLATION,12,2,25-44,M,<18,F
13,FELONY,15,2,25-44,F,25-44,F
32,VIOLATION,14,2,18-24,M,45-64,M
32,VIOLATION,18,2,25-44,M,18-24,F
1,MISDEMEANOR,16,2,18-24,M,18-24,F
32,MISDEMEANOR,1,3,45-64,M,<18,F
24,VIOLATION,9,2,45-64,M,45-64,M
14,FELONY,10,2,25-44,F,18-24,M
17,VIOLATION,12,2,25-44,F,45-64,F
23,VIOLATION,12,2,45-64,M,25-44,M
24,MISDEMEANOR,13,2,25-44,M,25-44,M
32,MISDEMEANOR,17,2,45-64,M,45-64,F
28,MISDEMEANOR,12,2,45-64,M,25-44,M
34,MISDEMEANOR,8,2,25-44,M,25-44,M
25,MISDEMEANOR,5,2,25-44,M,18-24,F
33,MISDEMEANOR,13,2,25-44,M,25-44,M
23,MISDEMEANOR,10,2,25-44,F,45-64,M
7,MISDEMEANOR,18,2,25-44,M,25-44,F
9,VIOLATION,11,2,45-64,F,65+,M
32,FELONY,17,2,45-64,F,18-24,M
25,MISDEMEANOR,9,2,25-44,M,25-44,F
25,VIOLATION,18,2,25-44,M,18-24,F
23,MISDEMEANOR,9,2,18-24,F,<18,M
14,MISDEMEANOR,5,10,25-44,F,18-24,F
33,FELONY,15,2,25-44,M,18-24,F
7,MISDEMEANOR,17,2,25-44,M,25-44,M
14,VIOLATION,9,2,25-44,M,25-44,M
25,VIOLATION,17,2,45-64,M,25-44,F
13,MISDEMEANOR,13,2,25-44,F,25-44,M
28,FELONY,11,2,45-64,M,18-24,F
34,FELONY,12,2,18-24,M,65+,M
19,VIOLATION,11,2,25-44,F,65+,F
7,FELONY,13,2,45-64,M,18-24,M
32,MISDEMEANOR,17,6,25-44,F,25-44,F
32,FELONY,18,2,25-44,M,25-44,F
23,VIOLATION,11,2,25-44,M,18-24,F
23,MISDEMEANOR,9,2,25-44,M,25-44,F
9,MISDEMEANOR,10,2,25-44,M,25-44,F
32,MISDEMEANOR,14,2,18-24,F,25-44,F
9,MISDEMEANOR,14,2,25-44,F,25-44,F
34,VIOLATION,14,2,25-44,M,25-44,F
28,VIOLATION,17,2,<18,M,45-64,F
13,MISDEMEANOR,10,2,25-44,F,25-44,F
30,VIOLATION,18,2,25-44,F,18-24,M
32,VIOLATION,10,2,25-44,M,45-64,M
14,FELONY,17,2,25-44,M,18-24,M
19,FELONY,13,2,45-64,M,45-64,M
28,VIOLATION,8,2,45-64,M,45-64,F
9,MISDEMEANOR,10,2,25-44,F,45-64,M
24,MISDEMEANOR,9,2,25-44,M,18-24,F
13,MISDEMEANOR,17,2,18-24,F,25-44,F
28,MISDEMEANOR,1,11,25-44,M,25-44,F
25,VIOLATION,15,2,25-44,F,<18,M
26,MISDEMEANOR,8,2,25-44,F,25-44,M
26,FELONY,16,2,18-24,M,65+,F
10,MISDEMEANOR,18,2,25-44,M,25-44,M
33,FELONY,19,2,25-44,M,65+,F
28,VIOLATION,16,2,45-64,M,25-44,F
9,MISDEMEANOR,8,1,25-44,F,25-44,F
20,FELONY,6,2,25-44,M,25-44,F
18,MISDEMEANOR,19,2,25-44,M,18-24,F
14,MISDEMEANOR,10,2,18-24,F,25-44,F
23,VIOLATION,17,2,25-44,M,25-44,M
7,FELONY,16,2,45-64,M,45-64,M
24,MISDEMEANOR,10,2,18-24,M,18-24,M
18,MISDEMEANOR,14,2,18-24,M,25-44,M
18,MISDEMEANOR,9,2,25-44,M,25-44,F
30,MISDEMEANOR,13,2,25-44,F,25-44,M
13,VIOLATION,10,2,25-44,M,25-44,F
1,MISDEMEANOR,11,2,25-44,F,25-44,F
30,VIOLATION,19,2,25-44,F,45-64,M
33,FELONY,6,2,25-44,M,25-44,F
14,VIOLATION,16,2,25-44,M,18-24,M
14,VIOLATION,13,2,25-44,M,45-64,M
23,MISDEMEANOR,15,2,<18,M,45-64,M
18,FELONY,16,2,25-44,M,25-44,M
24,FELONY,18,2,25-44,M,25-44,F
13,VIOLATION,13,2,25-44,M,<18,F
33,MISDEMEANOR,17,2,45-64,F,45-64,F
14,VIOLATION,17,2,25-44,M,45-64,F
14,VIOLATION,19,2,65+,M,45-64,M
25,FELONY,17,2,25-44,M,25-44,M
18,VIOLATION,12,2,25-44,M,25-44,M
28,FELONY,10,2,25-44,F,25-44,F
25,VIOLATION,18,2,25-44,M,25-44,F
32,FELONY,14,2,25-44,M,25-44,F
23,VIOLATION,16,2,18-24,F,25-44,M
32,MISDEMEANOR,13,2,18-24,M,18-24,F
26,MISDEMEANOR,17,2,25-44,F,45-64,F
28,MISDEMEANOR,6,2,25-44,M,18-24,F
26,MISDEMEANOR,8,2,25-44,F,25-44,M
34,MISDEMEANOR,10,2,45-64,M,<18,M
18,VIOLATION,14,2,25-44,M,25-44,F
32,VIOLATION,16,2,45-64,M,25-44,F
13,MISDEMEANOR,9,2,45-64,M,45-64,F
28,MISDEMEANOR,11,2,45-64,M,25-44,M
19,FELONY,14,2,45-64,F,25-44,M
32,MISDEMEANOR,18,2,25-44,F,45-64,F
24,VIOLATION,5,2,25-44,M,25-44,M
23,VIOLATION,17,2,25-44,M,65+,F
28,FELONY,13,2,45-64,M,65+,M
30,FELONY,12,2,25-44,M,65+,M
32,VIOLATION,9,2,18-24,M,45-64,F
34,MISDEMEANOR,9,2,45-64,M,25-44,F
1,FELONY,23,10,25-44,M,25-44,F
30,VIOLATION,18,2,25-44,M,45-64,M
28,MISDEMEANOR,18,2,25-44,M,25-44,F
25,VIOLATION,7,2,25-44,M,25-44,F
30,FELONY,10,2,25-44,M,25-44,F
20,VIOLATION,13,2,25-44,F,45-64,M
23,MISDEMEANOR,17,2,25-44,M,18-24,F
20,VIOLATION,15,2,65+,F,65+,M
34,FELONY,14,2,25-44,M,45-64,M
23,MISDEMEANOR,13,1,25-44,M,25-44,F
19,VIOLATION,15,2,25-44,M,25-44,M
18,FELONY,11,2,45-64,M,25-44,M
17,FELONY,13,2,25-44,M,25-44,M
19,VIOLATION,10,2,18-24,M,18-24,F
9,MISDEMEANOR,9,2,25-44,M,25-44,F
1,VIOLATION,18,2,25-44,M,45-64,M
23,VIOLATION,6,2,18-24,M,18-24,F
25,MISDEMEANOR,10,2,25-44,M,<18,F
23,MISDEMEANOR,16,2,25-44,F,45-64,F
14,FELONY,14,2,25-44,F,25-44,M
10,MISDEMEANOR,12,2,25-44,F,25-44,M
9,MISDEMEANOR,12,2,25-44,M,25-44,F
34,VIOLATION,8,2,25-44,M,25-44,F
23,MISDEMEANOR,9,2,25-44,F,25-44,M
33,VIOLATION,13,2,25-44,M,25-44,F
14,FELONY,19,2,45-64,M,25-44,F
26,MISDEMEANOR,13,2,18-24,M,18-24,M
32,FELONY,18,2,25-44,F,45-64,F
14,FELONY,16,2,25-44,M,45-64,M
1,VIOLATION,13,2,45-64,M,25-44,F
19,MISDEMEANOR,12,2,25-44,M,25-44,F
14,MISDEMEANOR,16,2,25-44,M,25-44,F
23,VIOLATION,16,2,25-44,M,18-24,M
23,FELONY,11,2,25-44,M,25-44,F
18,MISDEMEANOR,18,2,25-44,M,25-44,F
32,FELONY,14,2,25-44,M,45-64,M
13,MISDEMEANOR,16,2,25-44,M,25-44,M
19,FELONY,10,2,18-24,M,65+,F
33,VIOLATION,12,2,45-64,M,45-64,F
32,VIOLATION,11,2,25-44,M,25-44,F
33,VIOLATION,18,2,25-44,M,25-44,F
10,VIOLATION,18,2,18-24,M,<18,F
25,MISDEMEANOR,9,2,25-44,F,45-64,F
28,MISDEMEANOR,17,2,25-44,F,25-44,M
20,MISDEMEANOR,9,2,25-44,M,25-44,F
14,MISDEMEANOR,17,2,45-64,M,25-44,M
28,MISDEMEANOR,18,2,18-24,F,18-24,F
14,VIOLATION,10,1,25-44,M,18-24,F
10,VIOLATION,17,2,25-44,M,45-64,M
28,VIOLATION,19,2,25-44,M,25-44,F
9,FELONY,8,2,25-44,M,45-64,M
34,VIOLATION,1,3,65+,M,25-44,M
32,MISDEMEANOR,14,2,25-44,M,65+,F
25,MISDEMEANOR,17,2,45-64,F,45-64,M
14,VIOLATION,12,2,25-44,M,25-44,F
34,MISDEMEANOR,12,2,25-44,F,25-44,M
14,VIOLATION,15,2,25-44,M,25-44,F
6,VIOLATION,12,2,45-64,M,25-44,F
14,MISDEMEANOR,10,2,25-44,M,45-64,F
9,FELONY,10,2,45-64,M,25-44,F
26,VIOLATION,15,2,18-24,F,25-44,F
7,MISDEMEANOR,15,2,25-44,M,25-44,M
9,VIOLATION,19,2,25-44,F,25-44,M
17,FELONY,11,2,45-64,M,45-64,M
32,FELONY,13,2,45-64,M,45-64,M
14,VIOLATION,16,2,45-64,M,65+,M
18,MISDEMEANOR,19,2,25-44,F,25-44,F
23,MISDEMEANOR,13,2,45-64,M,45-64,F
19,FELONY,13,2,18-24,M,<18,F
17,MISDEMEANOR,18,2,25-44,M,45-64,M
10,MISDEMEANOR,15,2,25-44,F,25-44,M
18,MISDEMEANOR,18,2,65+,M,45-64,M
14,MISDEMEANOR,14,2,25-44,M,25-44,F
23,VIOLATION,14,2,25-44,M,25-44,F
14,VIOLATION,9,2,25-44,M,25-44,M
30,VIOLATION,16,2,45-64,M,18-24,M
14,VIOLATION,9,2,25-44,M,45-64,M
25,MISDEMEANOR,17,2,65+,M,45-64,F
18,FELONY,14,2,25-44,F,65+,F
9,FELONY,16,2,45-64,M,45-64,F
9,FELONY,11,2,25-44,M,45-64,M
9,MISDEMEANOR,19,2,18-24,F,18-24,M
9,VIOLATION,12,2,25-44,M,45-64,F
34,VIOLATION,15,2,25-44,M,65+,F
33,MISDEMEANOR,10,2,25-44,F,<18,M
32,MISDEMEANOR,13,2,25-44,M,25-44,F
28,MISDEMEANOR,12,2,25-44,F,45-64,M
13,VIOLATION,16,2,25-44,M,65+,M
24,VIOLATION,8,2,18-24,M,18-24,F
30,MISDEMEANOR,5,2,65+,M,45-64,F
19,MISDEMEANOR,19,2,25-44,M,25-44,F
13,VIOLATION,3,2,25-44,M,45-64,M
30,MISDEMEANOR,14,2,45-64,M,25-44,M
34,FELONY,11,2,25-44,M,25-44,M
9,MISDEMEANOR,11,2,18-24,M,45-64,M
19,MISDEMEANOR,6,2,45-64,F,<18,F
19,MISDEMEANOR,16,2,18-24,M,45-64,M
28,MISDEMEANOR,12,2,45-64,F,45-64,F
1,MISDEMEANOR,18,2,25-44,M,45-64,M
5,MISDEMEANOR,17,2,25-44,M,25-44,F
33,MISDEMEANOR,17,2,25-44,M,45-64,M
28,VIOLATION,12,2,65+,M,25-44,F
32,FELONY,16,2,25-44,F,25-44,M
1,MISDEMEANOR,16,2,45-64,M,18-24,F
17,VIOLATION,18,2,65+,M,25-44,F
23,MISDEMEANOR,11,2,25-44,M,25-44,F
32,VIOLATION,14,2,18-24,F,18-24,F
13,FELONY,13,2,25-44,M,25-44,F
23,FELONY,13,2,25-44,M,65+,M
13,VIOLATION,10,2,18-24,F,25-44,F
9,FELONY,12,2,18-24,M,45-64,M
32,VIOLATION,11,2,18-24,F,18-24,M
1,VIOLATION,13,2,25-44,M,65+,F
19,FELONY,12,12,45-64,M,45-64,F
17,VIOLATION,17,2,25-44,M,25-44,F
24,FELONY,13,2,<18,F,65+,F
23,MISDEMEANOR,10,2,25-44,M,<18,F
30,MISDEMEANOR,20,1,25-44,M,25-44,F
33,MISDEMEANOR,8,2,25-44,M,25-44,F
26,MISDEMEANOR,6,2,45-64,M,45-64,M
9,FELONY,9,2,25-44,M,25-44,F
30,MISDEMEANOR,14,2,18-24,M,18-24,F
14,MISDEMEANOR,11,2,45-64,M,25-44,M
13,VIOLATION,10,2,18-24,M,25-44,M
20,VIOLATION,14,2,<18,M,25-44,F
6,MISDEMEANOR,16,2,18-24,M,18-24,M
14,FELONY,14,2,25-44,F,45-64,M
30,VIOLATION,14,2,45-64,F,25-44,F
7,FELONY,6,2,18-24,M,<18,F
13,FELONY,18,2,25-44,M,25-44,M
25,MISDEMEANOR,17,2,25-44,M,25-44,F
32,MISDEMEANOR,14,2,25-44,M,25-44,M
1,MISDEMEANOR,19,2,25-44,M,45-64,F
19,FELONY,31,1,25-44,M,65+,M
14,MISDEMEANOR,17,2,45-64,M,25-44,F
34,VIOLATION,17,2,18-24,M,25-44,M
18,MISDEMEANOR,12,2,25-44,M,25-44,M
1,MISDEMEANOR,16,2,18-24,M,18-24,F
7,FELONY,18,2,25-44,M,18-24,F
6,MISDEMEANOR,5,2,25-44,M,25-44,F
24,MISDEMEANOR,31,12,25-44,M,18-24,F
14,MISDEMEANOR,12,2,25-44,F,25-44,M
34,MISDEMEANOR,4,2,45-64,M,18-24,F
25,FELONY,3,2,25-44,M,25-44,M
28,MISDEMEANOR,15,2,45-64,F,45-64,F
24,MISDEMEANOR,14,2,45-64,M,45-64,M
18,MISDEMEANOR,12,2,18-24,M,25-44,M
10,VIOLATION,19,2,25-44,M,25-44,F
33,MISDEMEANOR,16,2,25-44,M,18-24,M
10,FELONY,12,2,25-44,F,25-44,M
14,VIOLATION,18,2,25-44,M,25-44,M
13,VIOLATION,8,2,25-44,M,45-64,M
14,FELONY,12,2,25-44,M,45-64,M
33,VIOLATION,12,2,25-44,M,25-44,M
14,MISDEMEANOR,17,2,25-44,M,25-44,F
23,MISDEMEANOR,15,2,25-44,M,25-44,F
24,FELONY,8,2,25-44,F,25-44,F
25,FELONY,7,2,25-44,F,45-64,M
28,MISDEMEANOR,11,2,25-44,M,45-64,M
19,MISDEMEANOR,11,2,25-44,M,25-44,F
32,FELONY,15,2,45-64,M,45-64,M
14,FELONY,15,2,18-24,M,25-44,M
1,MISDEMEANOR,17,2,18-24,M,45-64,M
32,MISDEMEANOR,15,2,45-64,M,45-64,M
9,FELONY,10,2,25-44,M,45-64,M
32,MISDEMEANOR,16,2,18-24,M,18-24,M
30,FELONY,27,1,25-44,F,25-44,M
18,FELONY,17,2,25-44,M,25-44,F
32,MISDEMEANOR,9,2,25-44,M,25-44,F
14,MISDEMEANOR,18,2,45-64,M,25-44,M
19,MISDEMEANOR,11,2,25-44,M,25-44,F
1,FELONY,13,2,25-44,M,18-24,F
9,VIOLATION,13,2,45-64,F,25-44,F
6,VIOLATION,6,2,45-64,M,18-24,M
33,FELONY,17,2,25-44,F,45-64,M
18,FELONY,19,2,25-44,M,18-24,M
18,FELONY,16,2,25-44,M,18-24,M
14,MISDEMEANOR,12,2,25-44,F,18-24,M
23,VIOLATION,10,2,45-64,F,65+,M
14,MISDEMEANOR,17,2,25-44,F,45-64,M
18,VIOLATION,6,2,18-24,F,25-44,M
33,MISDEMEANOR,12,2,18-24,M,25-44,F
17,VIOLATION,8,2,65+,M,25-44,M
34,VIOLATION,7,2,25-44,M,45-64,F
25,MISDEMEANOR,14,2,45-64,M,45-64,M
33,VIOLATION,9,2,45-64,F,25-44,F
9,VIOLATION,12,2,<18,F,25-44,F
24,VIOLATION,18,2,25-44,M,25-44,F
28,VIOLATION,15,2,25-44,M,65+,M
33,MISDEMEANOR,11,2,25-44,M,25-44,M
23,FELONY,13,2,25-44,M,45-64,F
14,MISDEMEANOR,12,2,25-44,M,25-44,M
7,MISDEMEANOR,17,2,18-24,M,65+,F
23,VIOLATION,19,2,25-44,F,18-24,F
25,FELONY,17,2,45-64,F,25-44,F
32,FELONY,9,2,<18,M,25-44,F
26,FELONY,8,2,25-44,F,25-44,F
28,FELONY,15,2,45-64,M,25-44,M
24,FELONY,18,2,25-44,M,18-24,F
20,MISDEMEANOR,13,2,45-64,M,45-64,F
17,FELONY,15,2,45-64,M,25-44,M
17,FELONY,14,2,18-24,M,45-64,M
6,VIOLATION,10,2,65+,F,45-64,M
24,MISDEMEANOR,13,2,25-44,M,25-44,M
19,VIOLATION,11,2,65+,F,45-64,F
23,VIOLATION,15,2,25-44,M,45-64,F
26,MISDEMEANOR,18,2,25-44,M,25-44,F
28,MISDEMEANOR,8,2,25-44,F,25-44,M
25,FELONY,14,2,25-44,M,25-44,F
14,FELONY,11,2,25-44,M,65+,M
18,VIOLATION,8,2,45-64,M,45-64,M
23,FELONY,12,2,18-24,M,45-64,M
